,budget,imdb_id,revenue
216,82500000,tt0389860,237681299
217,8700000,tt0405296,7659918
218,50000000,tt0396171,132180323
219,19000000,tt0457430,83258226
220,270000000,tt0348150,391081192
221,30000000,tt0420223,53653224
222,35000000,tt0414993,15304890
223,2000000,tt0405094,70000000
224,85000000,tt0457939,194168700
225,100000000,tt0366548,384335608
226,80000000,tt0327084,343397247
227,85000000,tt0496806,311312624
228,51500000,tt0765443,55112356
229,20000000,tt0829482,121463226
230,60000000,tt0952640,361366633
231,130000000,tt0465234,457363168
232,160000000,tt0413267,798958165
233,15000,tt1179904,193355800
234,15000000,tt0463854,64238440
235,24000000,tt0465494,99965753
236,25000000,tt1028528,25037897
237,25000000,tt0499556,40452643
238,45000000,tt0825232,175372502
239,175000000,tt0413099,173000000
240,12000000,tt0425112,80573774
241,150000000,tt0389790,287594577
242,30000000,tt0478311,219076518
243,15000000,tt0427309,30226144
244,145000000,tt0859163,401128639
245,150000000,tt0479952,603900354
246,37000000,tt0887883,163720069
247,150000000,tt0448157,624029371
248,15000000,tt0780536,34533783
249,30000000,tt1129442,108979549
250,25000000,tt0936501,226830568
251,10800000,tt1132626,113857533
252,35000000,tt0478087,69823199
253,92000000,tt0942385,188072649
254,50000000,tt0462499,113244290
255,230000,tt1172570,2260712
256,80000000,tt0970416,233093859
257,15000000,tt1010048,377910544
258,150000000,tt0397892,309979994
259,30000000,tt0800039,105173115
260,22000000,tt0988047,23530831
261,30000000,tt0443701,68369434
262,100000000,tt0844471,242988466
263,30000000,tt0472033,48428063
264,200000000,tt1067106,325233863
265,11000000,tt1233227,68233629
266,23600000,tt1156398,102391382
267,53000000,tt1197624,126690726
268,105000000,tt0780521,267045765
269,19000000,tt0758746,91379051
270,80000000,tt0986263,122444772
271,20000000,tt1121931,34560577
272,13000000,tt1132620,109421911
273,14000000,tt0971209,22852638
274,38000000,tt1142988,205298907
275,175000000,tt1046173,302469017
276,35000000,tt0834001,91353501
277,7000000,tt1019452,31430334
278,15000000,tt0881891,40105542
279,45000000,tt0775552,57881056
280,65000000,tt1231583,211780824
281,200000000,tt0435761,1066969703
282,50000000,tt1212419,105197635
283,80000000,tt1320253,274470394
284,26000000,tt1038686,67918658
285,60000000,tt0879870,204594016
286,130000000,tt1001526,321887208
287,1500000,tt1591095,97009150
288,40000000,tt1424381,126248813
289,150000000,tt0963966,215283742
290,18000000,tt1542344,35692920
291,25000000,tt0964517,93617009
292,110000000,tt0944835,293329073
293,6000000,tt1436045,17555141
294,15000000,tt1504320,414211549
295,58000000,tt1245526,71664962
296,60000000,tt0446029,47664559
297,165000000,tt0892791,752600867
298,35000000,tt0905372,28128670
299,145000000,tt1229238,694713380
300,35000000,tt1499658,117000000
301,27000000,tt1219289,161849455
302,57000000,tt1071875,149217355
303,163000000,tt0409847,174822325
304,110000000,tt0433035,299268508
305,40000000,tt0472399,51070807
306,6500000,tt1723811,17693675
307,42000000,tt1486185,89162162
308,170000000,tt0970179,185770160
309,135000000,tt1192628,245724603
310,60000000,tt0822847,78309131
311,40000000,tt0479997,88100000
312,130000000,tt0448694,554987477
313,1100000,tt1899353,4105187
314,36000000,tt0377981,189712432
315,66000000,tt1448755,57777106
316,75000000,tt1392170,691210692
317,150000000,tt1646987,301000000
318,60000000,tt0790724,218340595
319,21000000,tt1045658,205738714
320,125000000,tt1386703,198802074
321,20000000,tt1925431,4636169
322,85000000,tt1667353,183018522
323,31000000,tt1907668,161772375
324,61000000,tt1707386,441809770
325,40000000,tt1790885,132820716
326,45000000,tt1397280,376141306
327,209000000,tt1440129,303025485
328,15000000,tt1706593,145000000
329,70000000,tt1482459,348840316
330,50000000,tt1343727,41037742
331,30000000,tt1259521,66486080
332,165000000,tt1772341,471222889
333,13000000,tt1659337,33400000
334,145000000,tt1277953,746921274
335,42000000,tt1232829,201585328
336,40000000,tt1091191,149295601
337,190000000,tt1408101,467365246
338,23000000,tt1798709,47351251
339,60000000,tt1538403,90565421
340,200000000,tt0816711,531865000
341,5000000,tt2101441,31724284
342,12000000,tt2194499,87100449
343,50000000,tt1211956,122915111
344,70000000,tt2302755,161025640
345,135000000,tt0481499,585178928
346,20000000,tt0795461,78378744
347,30000000,tt1321511,4861022
348,135000000,tt1860353,282570682
349,37000000,tt1723121,269994119
350,115000000,tt1535108,286140700
351,39200000,tt1706620,86758912
352,61000000,tt1272878,131940411
353,12000000,tt1663207,265452
354,85000000,tt1840309,288747895
355,127000000,tt2692250,349424282
356,250000000,tt1877832,747862775
357,65000000,tt0458481,39407616
358,42000000,tt2170439,107670357
359,200000000,tt1872181,705717432
360,55000000,tt0455944,192330738
361,58800000,tt2179136,542307423
362,178000000,tt1631867,370541256
363,40000000,tt1956620,126069509
364,145000000,tt1646971,609123048
365,48000000,tt2446042,325771424
366,140000000,tt1528100,268031828
367,28000000,tt0365907,53181600
368,100000000,tt1267297,243400000
369,15000000,tt1972571,31554855
370,5500000,tt2397535,3000000
371,70000000,tt0829150,215529201
372,65000000,tt1823664,133821816
373,68000000,tt2637276,217022588
374,61000000,tt4046784,311256926
375,2000000,tt3235888,14674076
376,190000000,tt2820852,1506249360
377,150000000,tt1392190,378858340
378,44000000,tt3460252,155760117
379,15000000,tt0470752,36869414
380,30000000,tt1798684,91709827
381,135000000,tt1663202,532950503
382,30000000,tt3397884,84025816
383,10000000,tt3072482,14333790
384,20000000,tt1895587,88346473
385,35000000,tt3152624,140795793
386,150000000,tt2381249,682330139
387,50000000,tt2199571,71561644
388,70000000,tt2717822,17752940
389,40000000,tt3682448,165478348
390,55000000,tt2554274,74679822
391,165000000,tt1628841,389681935
392,160000000,tt0803096,433677183
393,30000000,tt2261287,2351359
394,35000000,tt3717252,81093313
395,200000000,tt2277860,1028570889
396,12000000,tt3741834,140302754
397,75000000,tt3470600,632443719
398,25000000,tt4846340,230698791
399,125000000,tt3095734,64493915
400,120000000,tt4196776,415484914
401,12000000,tt2582782,37589296
402,90000000,tt3110958,334901337
403,110000000,tt1860357,121790373
404,50000000,tt3799694,62788218
405,60000000,tt3393786,162146076
406,19000000,tt1700841,140705322
407,175000000,tt3040964,966550600
408,7000000,tt1974419,1333124
409,40000000,tt0443543,86915017
410,20000000,tt0475944,37597471
411,10000000,tt0489270,163876815
412,27000000,tt0425210,56308881
413,76000000,tt0206634,69959751
414,75000000,tt0453467,180557550
415,40000000,tt0397313,120455994
416,40000000,tt0450345,38755073
417,19000000,tt0498380,68673228
418,18000000,tt0443453,261572744
419,85000000,tt0400717,197309027
420,70000000,tt0406816,55011732
421,135000000,tt0430357,163794509
422,40000000,tt0457495,23937870
423,15000000,tt0454841,69623713
424,60000000,tt0443632,77920346
425,50000000,tt0381971,69834815
426,160000,tt0907657,20710513
427,100000000,tt0765429,266465037
428,1500000,tt1038988,30448000
429,50000000,tt0427327,90450008
430,25000000,tt0450385,94679598
431,70000000,tt0442933,195735876
432,70000000,tt0440963,442824138
433,10000000,tt0890870,139352633
434,18000000,tt0292963,25005257
435,8000000,tt0804516,7766240
436,30000000,tt0431308,156835339
437,45000000,tt0446013,30822861
438,30000000,tt0389722,75505973
439,16000000,tt0838221,24377151
440,180000000,tt0385752,372234864
441,30000000,tt0483607,22211426
442,60000000,tt0420238,50877145
443,55000000,tt0824747,113020255
444,25000000,tt1060277,170764026
445,60000000,tt0765476,50650079
446,20500000,tt0450314,10089373
447,75000000,tt0985699,200276000
448,27000000,tt0910936,101624843
449,105000000,tt0443649,266000000
450,15000000,tt0887912,42000000
451,70000000,tt1068680,225990978
452,90000000,tt0960144,201596308
453,40000000,tt1001508,177259441
454,175000000,tt0892782,381509870
455,50000000,tt0448011,155446362
456,75000000,tt1231580,443140005
457,40000000,tt1144884,186167139
458,39000000,tt0452694,101229792
459,50000000,tt1034032,40828540
460,13000000,tt1191111,754249
461,20000000,tt0913354,22942221
462,16000000,tt1028532,47801389
463,60000000,tt0327597,124596398
464,75000000,tt1201167,61458982
465,100000000,tt1111422,150166126
466,15000000,tt1178663,35097815
467,20000000,tt0974661,136267476
468,30000000,tt1054606,64352607
469,100000000,tt0477080,167805466
470,155000000,tt0980970,415686217
471,15000000,tt1196141,75700498
472,200000000,tt0955308,310669540
473,47000000,tt0485947,3547209
474,117000000,tt1013743,261930431
475,95000000,tt0814255,226497209
476,100000000,tt0970866,310650585
477,80000000,tt1037705,157107755
478,38000000,tt1403865,252276927
479,32000000,tt1135084,69055695
480,3500000,tt1120985,16566240
481,15000000,tt1334260,9455232
482,20000000,tt1226753,45636368
483,70000000,tt1027718,134748021
484,40000000,tt1126618,58785180
485,47000000,tt1622979,157887643
486,8000000,tt1306980,39187783
487,50000000,tt1464540,144492830
488,40000000,tt1262416,97138686
489,15000000,tt1655442,133432856
490,130000000,tt0983193,371940071
491,75000000,tt0471042,152930623
492,36000000,tt1674784,9612469
493,35000000,tt1632708,150483765
494,100000,tt1549572,1776935
495,25000000,tt1454029,124272124
496,20000000,tt1284575,216197492
497,15774948,tt1297919,741875
498,150000000,tt1302011,665692281
499,50000000,tt1570728,142851197
500,30000000,tt0993842,63782078
501,30000000,tt1276104,47042000
502,12000000,tt1636826,100000000
503,145000000,tt1446192,306941670
504,260000000,tt0401729,284139100
505,10000000,tt1433811,3428048
506,17000000,tt1981677,115350426
507,30000000,tt1606389,196114570
508,7000000,tt1915581,167221571
509,60000000,tt1623288,107139399
510,3800000,tt2106476,16800000
511,60000000,tt1430626,118338361
512,16000000,tt1748122,68263166
513,3000000,tt1920849,11947954
514,60000000,tt1374992,8106475
515,200000000,tt1623205,491868548
516,180000000,tt1663662,407602906
517,10900000,tt2404181,16505460
518,55000000,tt1308729,9489829
519,195000000,tt1351685,197687603
520,92000000,tt1606378,304654182
521,28000000,tt1650554,60700000
522,6500000,tt1869716,2401510
523,255000000,tt1210819,89289910
524,103000000,tt1951261,362000072
525,35000000,tt1588173,116980662
526,30000000,tt1939659,82394288
527,5000000,tt2388715,44030246
528,110000000,tt1731141,125537191
529,18000000,tt2334873,99206215
530,15000000,tt1817273,35485608
531,30000000,tt2278388,174600318
532,170000000,tt1843866,714766572
533,20000000,tt2937898,12007070
534,55000000,tt1109624,259207227
535,9000000,tt2975578,108782847
536,44000000,tt2788710,12342632
537,16000000,tt2467046,19682924
538,11000000,tt1355630,78874843
539,50000000,tt2024469,222809600
540,125000000,tt1959490,362637473
541,22000000,tt1726592,15447154
542,50000000,tt2294449,188441614
543,18000000,tt2004420,268157400
544,60000000,tt1490017,469160692
545,17000000,tt1924435,136621271
546,28000000,tt2172934,52597999
547,6500000,tt3322940,255273813
548,40000000,tt1086772,123494610
549,100000000,tt1390411,93820758
550,120000000,tt1502712,167977596
551,38000000,tt3450650,107597242
552,5000000,tt4178092,58978653
553,2500000,tt3605418,6341684
554,75000000,tt1638355,108145109
555,37000000,tt3076658,173567581
556,50000000,tt1528854,242786137
557,31000000,tt1524930,104384188
558,29000000,tt2848292,287506194
559,64000000,tt1754656,97571250
560,28000000,tt1596363,133346506
561,28000000,tt1398426,201634991
562,30000000,tt1850457,105011053
563,40000000,tt2515034,13644292
564,35000000,tt1029360,95437994
565,5000000,tt3567288,98450062
566,58000000,tt1051904,158162788
567,22500000,tt4550098,29252978
568,45000000,tt4572514,50548152
569,10000000,tt4094724,118587880
570,20000000,tt1800302,7227038
571,185000000,tt2660888,343471816
572,150000000,tt2034800,331957105
573,9000000,tt4034228,75026965
574,8575000,tt4016934,1983204
575,115000000,tt2381991,164602163
576,125000000,tt1679335,346864462
577,75000000,tt3062096,220021259
578,30000000,tt1212428,8574339
579,60000000,tt4302938,69929545
580,44000000,tt2140479,155160045
581,108000000,tt2361317,22678555
582,105000000,tt3416828,408579038
583,149000000,tt0424095,64459316
584,30000000,tt0482546,35078241
585,45000000,tt0362120,178262620
586,30000000,tt0387808,495303
587,160000000,tt0409182,181674817
588,24000000,tt0479143,155721132
589,60000000,tt0454824,17800000
590,40000000,tt0472043,120175290
591,6000000,tt0455590,48027970
592,17000000,tt0404390,9500000
593,90000000,tt0418689,65900249
594,30000000,tt0370032,31070211
595,26000000,tt0404203,14821658
596,50000000,tt0408236,152000000
597,70000000,tt0435705,76066841
598,25000000,tt0453451,229736344
599,70000000,tt0431197,86658558
600,20000000,tt0477071,84146832
601,50000000,tt0448134,32017803
602,3800000,tt0880502,17804565
603,17000000,tt0374563,2626800
604,55000000,tt0381849,70016220
605,30000000,tt0783233,129266061
606,25000000,tt0465538,92991835
607,60000000,tt0477051,95673607
608,18000000,tt0416044,26527510
609,6000000,tt1125849,44703995
610,27000000,tt0455538,17286299
611,11715578,tt1220719,21888598
612,25000000,tt0852713,70442940
613,30000000,tt0988595,160259319
614,15000000,tt0800241,5926410
615,20000000,tt0800308,20211394
616,9000000,tt0981227,32973937
617,20000000,tt1013753,54586584
618,16000000,tt0430770,50007546
619,15000000,tt0805570,3533227
620,20000000,tt0421073,65569869
621,60000000,tt0822832,244082376
622,30000000,tt0871426,63833449
623,70000000,tt0364970,72108608
624,35000000,tt0790686,72436439
625,35000000,tt0976238,92219310
626,80000000,tt1152836,214104620
627,24000000,tt1234548,68729358
628,4000000,tt1343097,43498108
629,17000000,tt1210042,29536299
630,65000000,tt0375568,44091067
631,40000000,tt1041829,317375031
632,40000000,tt0432283,46471023
633,7500000,tt1022603,60722734
634,20000000,tt0433362,51416464
635,40000000,tt1093908,108332743
636,29000000,tt0878804,309208309
637,15000000,tt0844708,32721635
638,45000000,tt0970452,7810000
639,40000000,tt1155076,357852395
640,75000000,tt1103153,98159963
641,80000000,tt1375670,271430189
642,35000000,tt1179056,115664037
643,12000000,tt1020558,6814789
644,38000000,tt1055292,105610124
645,100000000,tt0947810,94882889
646,10000000,tt1314655,33583175
647,3200000,tt1532503,5332926
648,19000000,tt1216492,29922472
649,10000000,tt1452628,1068682
650,100000000,tt1386588,170432927
651,20000000,tt0985694,31327899
652,112000000,tt1320261,237382724
653,36000000,tt1231587,64572262
654,45000000,tt1139328,60222298
655,40000000,tt1657507,60965854
656,20000000,tt1033575,177243185
657,45000000,tt1634122,160078586
658,19000000,tt1268799,35387212
659,28000000,tt1622547,40547440
660,13000000,tt1189073,5774854
661,80000000,tt1564367,214918407
662,25000000,tt1411238,147780440
663,17000000,tt1214962,12355798
664,40000000,tt1092026,97552050
665,250000,tt1758692,3542353
666,75000000,tt1253864,226904017
667,120000000,tt0990407,227817248
668,500000,tt1788391,171760
669,6000000,tt2103217,31081
670,44500000,tt1024648,232324128
671,25000000,tt1601913,77278331
672,50000000,tt1605630,234989584
673,65000000,tt1596350,156974557
674,75000000,tt1336608,59418613
675,17000000,tt1859650,73244881
676,22000000,tt2023453,77112176
677,35000000,tt1656186,2106557
678,8900000,tt1602620,29844753
679,42000000,tt1649419,180274123
680,7000000,tt1855199,48126384
681,20000000,tt1366365,16863583
682,3000000,tt1922777,77712439
683,150000000,tt1077368,245527149
684,43000000,tt2404463,158674180
685,3860000,tt1462900,64076736
686,50000000,tt1428538,224803475
687,38000000,tt1979320,90247624
688,12000000,tt2357129,35931410
689,50000000,tt1691917,219788712
690,4000000,tt0469021,9800000
691,150000000,tt2334879,205366737
692,40000000,tt1661382,44907260
693,35000000,tt2140373,112544580
694,38000000,tt1411250,98337295
695,18000000,tt2167202,10501938
696,40000000,tt0453562,95020213
697,22000000,tt2312718,43058898
698,35000000,tt0882977,42930462
699,15000000,tt2402157,32556119
700,110000000,tt1253863,337580051
701,160000000,tt0831387,529076069
702,50000000,tt2180411,212902372
703,33000000,tt2316801,49100000
704,12000000,tt2582846,307166834
705,5000000,tt1204977,103590271
706,50000000,tt1872194,83719388
707,90000000,tt2333784,206172544
708,95000000,tt1121096,114178613
709,15000000,tt2305051,52501541
710,15000000,tt2980516,123726688
711,5000000,tt2473682,86362372
712,65000000,tt1809398,163442937
713,20000000,tt1791528,11110975
714,11000000,tt2401097,593683
715,74000000,tt2279373,311594032
716,35000000,tt2361509,194564672
717,30000000,tt1674771,49263404
718,15000000,tt2884018,12601706
719,55000000,tt2719848,203427584
720,150000000,tt3332064,128388320
721,99000000,tt2452042,246233113
722,8000000,tt1178665,35991087
723,175000000,tt1979388,331926147
724,30000000,tt2080374,34441873
725,80000000,tt2510894,473226958
726,40000000,tt2561572,111811453
727,8500000,tt1666801,43528634
728,140000000,tt2404233,150680864
729,22000000,tt0475290,63647656
730,60000000,tt3263904,238470033
731,90000000,tt2404435,162360636
732,25000000,tt4276820,23964782
733,125000000,tt2094766,240697856
734,40000000,tt3774114,37279439
735,65000000,tt2788732,143695338
736,40000000,tt3522806,125729635
737,15000000,tt1179933,108286421
738,8820000,tt5700672,87547518
739,50000000,tt1489889,216972543
740,40000000,tt2005151,86234523
741,4000000,tt4975722,65046687
742,35000000,tt4438848,108758521
743,13000000,tt4540710,9101546
744,43000000,tt3416532,46652768
745,19000000,tt3531824,85241496
746,4000000,tt0457513,31584901
747,52000000,tt0452594,204999686
748,72500000,tt0415306,162966177
749,50000000,tt0449089,87528173
750,20000000,tt0419946,22165608
751,2000000,tt0367027,5179037
752,86000000,tt0344854,107944236
753,35000000,tt0401445,42064105
754,20000000,tt0462519,17807569
755,21000000,tt0389557,26193068
756,25000000,tt0466909,119188334
757,75000000,tt0472062,119000410
758,18000000,tt0884328,57096190
759,7500000,tt0467406,231411584
760,150000000,tt0396555,169332978
761,39000000,tt0465602,26820641
762,80000000,tt0427392,15071514
763,852510,tt1032846,1185783
764,10000000,tt0425413,33000000
765,30000000,tt0481369,77566815
766,25000000,tt0469494,77208711
767,23000000,tt0478134,29541790
768,30000000,tt0443680,14711793
769,60000000,tt0408839,127766650
770,40000000,tt0443274,151161491
771,12500000,tt0914798,20416563
772,11000000,tt0416212,38105395
773,18000000,tt1032755,25739015
774,4000000,tt1139797,10785801
775,70000000,tt0770752,111231041
776,52000000,tt0795421,609841637
777,97250400,tt0463872,132900000
778,32000000,tt1034303,51155219
779,80341000,tt0425637,127814609
780,20000000,tt0918927,50907234
781,45000000,tt0452608,73762516
782,70000000,tt0758774,113280098
783,19000000,tt1135985,18755936
784,23000000,tt1023481,150816700
785,35000000,tt0467197,85416905
786,25000000,tt0465502,30000000
787,5000000,tt1053859,38610009
788,40000000,tt0365929,12206028
789,25000000,tt1193138,163670000
790,12500000,tt1232783,27206120
791,2000000,tt1305806,33965843
792,20000000,tt1160368,17280326
793,22000000,tt1130080,35424826
794,26000000,tt1114740,183293131
795,5641880,tt0862467,30638
796,13000000,tt1045772,10652035
797,10000000,tt1220198,42333295
798,7000000,tt1263670,39462438
799,100000000,tt0386117,100086793
800,33000000,tt1188729,20645327
801,25000000,tt1213648,4644108
802,9500000,tt1529572,120000
803,80000000,tt1226273,74901339
804,55000000,tt1279935,152263880
805,25000000,tt0989757,114977104
806,35000000,tt0492389,39340177
807,25000000,tt0480255,23580000
808,3000000,tt1536044,177512032
809,52000000,tt1179034,52826594
810,40000000,tt1226229,90029656
811,5000000,tt1465522,5476793
812,10000000,tt1017451,2995811
813,30000000,tt1193631,159291809
814,30000000,tt1385867,55583804
815,20000000,tt0455407,54956140
816,32000000,tt1464174,83615414
817,17000000,tt1438176,24922237
818,12000000,tt1625346,22939027
819,10000000,tt1412386,136836156
820,3500000,tt1615147,19504039
821,5000000,tt1778304,205703818
822,90000000,tt0816462,48795021
823,15000000,tt1563738,59389433
824,15000000,tt1571222,27462041
825,75000000,tt1509767,132274484
826,35000000,tt1600195,82087155
827,30000000,tt1605783,151119219
828,20000000,tt0770703,30426096
829,102000000,tt1371111,130482868
830,12000000,tt1867093,2521
831,32000000,tt1560747,28258060
832,20000000,tt0938330,52302796
833,8000000,tt1276419,7594693
834,6900000,tt1582507,44287131
835,42000000,tt1568338,46221189
836,85000000,tt1599348,208076205
837,14000000,tt1748179,13551174
838,10000000,tt1307068,9636289
839,15400000,tt2053425,25762027
840,26000000,tt1212450,53676580
841,20000000,tt1592525,32204030
842,65000000,tt1645170,179379533
843,5000000,tt0790636,55198285
844,8000000,tt1980929,63464861
845,130000000,tt1583421,371876278
846,56000000,tt1235522,19701164
847,3000000,tt2184339,89328627
848,25500000,tt1747958,2415472
849,22000000,tt1206543,15400000
850,16000000,tt2103267,318982
851,5000000,tt1450321,9114264
852,11000000,tt2042568,32935319
853,100000000,tt0848537,268426634
854,9000000,tt2017038,6108720
855,130000000,tt0790736,61648500
856,80000000,tt2191701,246984278
857,105000000,tt2017020,347434178
858,1000000,tt2294677,2963902
859,145000000,tt0864835,272912430
860,20000000,tt1020072,66787908
861,4900000,tt3612616,3494070
862,120000000,tt1234721,242688965
863,14000000,tt1850397,10076790
864,40000000,tt2203939,196781193
865,25000000,tt0435651,66980456
866,12600000,tt1600196,19054534
867,7000000,tt3442006,2360281
868,40000000,tt2096672,169837010
869,130000000,tt1921064,117831631
870,50000000,tt2262227,97437106
871,13000000,tt2170593,54837234
