,budget,imdb_id,revenue
872,100000000,tt2209764,103039258
873,25000000,tt3569230,42972994
874,6000000,tt3170832,35401758
875,65000000,tt3079380,235666219
876,28000000,tt1018765,7002261
877,2000000,tt3172532,1477002
878,50000000,tt1014763,3324330
879,25000000,tt2938956,72629670
880,4000000,tt3464902,15656193
881,20000000,tt2503944,36606743
882,50100000,tt2381941,153962963
883,14800000,tt2268016,122513057
884,36000000,tt2888046,156844753
885,5000000,tt1781922,54418872
886,15000000,tt3850590,61548707
887,135000000,tt2224026,368871007
888,5000000,tt3553976,5879736
889,36000000,tt4682786,87416021
890,180000000,tt0918940,356743061
891,135000000,tt3949660,245623848
892,9000000,tt4190530,4600000
893,170000000,tt2567026,299370084
894,85000000,tt3640424,119520023
895,100000000,tt2638144,94061311
896,145000000,tt2267968,521170825
897,144000000,tt1289401,229147509
898,70000000,tt4624424,182379278
899,40000000,tt3065204,320170008
900,9804690,tt3716530,2341534
901,1500000,tt3835080,779820
902,22000000,tt0495596,68000000
903,31000000,tt0375154,28000000
904,8000000,tt0449059,100523181
905,3700000,tt0450340,3338228
906,13000000,tt0419749,2636637
907,6500000,tt0436331,13368437
908,4200000,tt0409904,38862717
909,15500000,tt0482527,7385434
910,20000000,tt0454945,33889159
911,15000000,tt0475276,76286096
912,28000000,tt0397078,38159905
913,20000000,tt0433386,39143839
914,19400000,tt0446755,26522838
915,21000000,tt0463998,41170784
916,10000000,tt0765120,21786738
917,16000000,tt0829459,18928871
918,14000000,tt0401383,19777647
919,15000000,tt0373883,80253908
920,22000000,tt0473188,413454
921,19000000,tt0452623,34619699
922,20000000,tt0490204,22222308
923,60795000,tt0457433,73090611
924,35000000,tt0891527,63215872
925,10000000,tt0419843,17500000
926,50000000,tt0462465,7033683
927,65000000,tt1000774,415252786
928,60000000,tt0949731,163403799
929,11500000,tt1018818,69564
930,28000000,tt0430922,92380927
931,24000000,tt1007028,42105111
932,7275000,tt1023490,11260366
933,25000000,tt0800240,17741298
934,9750000,tt0464041,558000
935,85000000,tt0489099,222231186
936,120000000,tt0811080,93945766
937,35000000,tt0880578,32483410
938,130000000,tt0455824,49554002
939,2000000,tt1185616,11125849
940,15000000,tt0497465,96408652
941,10000000,tt1285309,7022728
942,30000000,tt1078588,95714875
943,20000000,tt1148204,41596251
944,16000000,tt1131734,31556061
945,50000000,tt0963178,60161391
946,60000000,tt0821642,31720158
947,8000000,tt1095174,29010817
948,70000000,tt1078940,171844840
949,7300000,tt1289406,10329747
950,60000000,tt1057500,122233971
951,50000000,tt1131729,36348784
952,78146652,tt1135487,60000000
953,60000000,tt0473705,87784194
954,80000000,tt1219342,140073390
955,30000000,tt0758752,102820008
956,14000000,tt0817177,1755212
957,35000000,tt1415283,93246388
958,37000000,tt1568921,145570827
959,30000000,tt1423894,8454301
960,22000000,tt1423995,9479718
961,2000000,tt1645089,7871522
962,85000000,tt1287468,112483764
963,55000000,tt1126591,89519773
964,150000000,tt0938283,318502923
965,32000000,tt1053424,18409891
966,10000000,tt1564585,66821036
967,3000000,tt1640459,748453
968,40000000,tt1334512,45735397
969,30000000,tt1401152,130786397
970,52000000,tt1488555,75450437
971,50200000,tt1385826,127869379
972,25000000,tt1034389,27122040
973,70000000,tt1217613,202466756
974,30000000,tt1583420,36160375
975,23000000,tt1506999,33372606
976,32000000,tt0478304,54674226
977,55000000,tt1396218,187361754
978,66000000,tt1568911,177584879
979,7400000,tt1527186,21817298
980,50000000,tt1502404,28931401
981,20000000,tt1748197,2128186
982,39000000,tt1142977,35287788
983,26000000,tt1486192,29657751
984,2000000,tt2097307,14400000
985,12516654,tt1816518,8109160
986,40000000,tt1586265,79700000
987,20500000,tt1480656,6063556
988,14000000,tt0431021,85446075
989,45000000,tt1615065,82966152
990,12000000,tt1667310,66351
991,68000000,tt1298649,68267862
992,33000000,tt1800741,140470746
993,17000000,tt1596365,127730736
994,15000000,tt2023587,146497771
995,60000000,tt1321870,105200903
996,32000000,tt1245492,126041322
997,20000000,tt1213663,46089287
998,40000000,tt0765446,74597643
999,25000000,tt2193215,71009334
1000,55000000,tt1535109,95000000
1001,60000000,tt1559547,60052138
1002,28000000,tt1837703,8555008
1003,30000000,tt2668134,17137302
1004,20000000,tt1572315,47241945
1005,30000000,tt2053463,63372757
1006,8500000,tt1684233,9747
1007,78000000,tt1985966,248384621
1008,2159280,tt2718492,15298355
1009,16000000,tt2398231,3442853
1010,5000000,tt1216491,2450846
1011,2000000,tt2321549,6676471
1012,24000000,tt2239832,70181428
1013,1000000,tt2994190,59744
1014,11000000,tt2883512,45967935
1015,5000000,tt1609479,75143
1016,4000000,tt1065073,44349000
1017,4000000,tt2382396,2365467
1018,50000000,tt2980706,151165787
1019,5000000,tt2908856,7527232
1020,26000000,tt1972779,35926213
1021,35000000,tt3488710,61181942
1022,25000000,tt1655441,65663276
1023,35000000,tt2679042,81967450
1024,60000000,tt3045616,30418560
1025,4000000,tt3181822,52425855
1026,60000000,tt2446980,101134059
1027,10000000,tt1772288,10835752
1028,53000000,tt1355683,98837872
1029,25000000,tt3530002,52395996
1030,4000000,tt1881002,187112
1031,14000000,tt4005402,3621046
1032,23000000,tt0884732,79799880
1033,28000000,tt3316948,27139524
1034,10000000,tt3195644,104303851
1035,13360000,tt3312830,2000000
1036,11000000,tt2381111,62076141
1037,38000000,tt2304933,109906372
1038,24000000,tt2671706,64414761
1039,6700000,tt3655414,12118661
1040,46000000,tt0490215,23737523
1041,3500000,tt4954522,4100000
1042,18000000,tt2649554,6212282
1043,5000000,tt5247022,2152738
1044,40000000,tt2387499,29918745
1045,17000000,tt4052882,119100758
1046,8000000,tt4520364,8810591
1047,80000000,tt2025690,52099090
1048,50000000,tt1124037,25035950
1049,20000000,tt1712261,12639297
1050,11500000,tt1860213,94073028
1051,45000000,tt0408345,82800000
1052,35000000,tt0416496,10496317
1053,12000000,tt0452681,84500122
1054,50000000,tt0427229,128406887
1055,64000000,tt0430304,101595121
1056,63000000,tt0469641,162945894
1057,17000000,tt0475394,57103895
1058,75000000,tt0452637,42285169
1059,33000000,tt0417148,62022014
1060,700000,tt0468489,4911725
1061,500000,tt0443431,745327
1062,40000000,tt0422720,60474340
1063,18000000,tt0455967,41009669
1064,37665000,tt0349467,14655628
1065,85000000,tt0762107,186072214
1066,24000000,tt0466839,9576495
1067,21000000,tt0498399,54926886
1068,2000000,tt0848557,5364858
1069,16000000,tt0425430,1109660
1070,30000000,tt0411061,16930884
1071,27500000,tt0804522,24748670
1072,55000000,tt0414055,74237563
1073,4000000,tt0858486,6101046
1074,67000000,tt0462396,25303038
1075,60000000,tt0398808,137587063
1076,40000000,tt0758766,145896422
1077,85000000,tt0423294,149044513
1078,80000000,tt0960731,212874442
1079,14700000,tt0808399,8049666
1080,65000000,tt0838283,128107642
1081,25000000,tt0489281,11207130
1082,85000000,tt0451079,297138014
1083,17759769,tt0864761,43306325
1084,35000000,tt0959337,75225693
1085,20000000,tt0200465,64822796
1086,35000000,tt0467200,78269970
1087,55000000,tt0970411,17869048
1088,80000000,tt0369436,163733697
1089,37000000,tt0410377,100076342
1090,35000000,tt1114677,155545279
1091,70000000,tt0762125,104945765
1092,80000000,tt0875034,53825515
1093,3400000,tt0844479,114000000
1094,15000000,tt1352824,8459458
1095,7500000,tt1174732,26096852
1096,11000000,tt0870984,791867
1097,41000000,tt1155056,91636986
1098,2900000,tt1190536,296557
1099,5600000,tt1245112,18469680
1100,30000000,tt0362478,33333531
1101,38000000,tt0465580,45465299
1102,30000000,tt0411951,967000
1103,2000000,tt1399683,13831503
1104,24000000,tt1433108,23081726
1105,12000000,tt1477109,11212294
1106,20000000,tt1228987,24145613
1107,35000000,tt1212436,77477008
1108,47000000,tt1075747,10539000
1109,12000000,tt1188996,42345360
1110,20000000,tt1414382,32005248
1111,25000000,tt1440232,48531470
1112,100000000,tt1261945,288347692
1113,120000000,tt1341188,48668907
1114,750000,tt1594562,78396
1115,45000000,tt1204342,165184237
1116,5000000,tt1441952,34564651
1117,25000000,tt1291584,23057115
1118,27000000,tt1517489,85564310
1119,90000000,tt1436562,484635760
1120,45000000,tt0376136,24000000
1121,35000000,tt1616195,84606030
1122,94000000,tt1410063,95311434
1123,20000000,tt1013860,4634062
1124,18000000,tt1596346,47088990
1125,6000000,tt1540133,19560274
1126,25000000,tt1366344,34942188
1127,38000000,tt1067583,114156230
1128,5000000,tt1772240,25562924
1129,70000000,tt1232200,58058367
1130,25000000,tt1047540,119772232
1131,45000000,tt1712170,30353232
1132,30000000,tt1195478,53909751
1133,2500000,tt1990314,3325038
1134,20000000,tt1924429,24261569
1135,30000000,tt2013293,117932401
1136,22000000,tt1634003,24000000
1137,15000000,tt2132285,19145732
1138,55000000,tt1621039,110000000
1139,90000000,tt0359950,188133322
1140,175000000,tt1335975,150962475
1141,27220000,tt2005374,5496951
1142,35000000,tt1904996,46216641
1143,4600000,tt1727388,23198652
1144,12000000,tt1682180,12077441
1145,6000000,tt1333125,32438988
1146,13300000,tt1441395,5380251
1147,60000000,tt1205537,135511030
1148,13000000,tt2338151,120000000
1149,24000000,tt1100089,12096300
1150,8500000,tt2333804,770706
1151,5000000,tt2403021,6833445
1152,60000000,tt0787474,108255770
1153,17000000,tt2515030,3758328
1154,35000000,tt1742334,17508518
1155,16000000,tt3289728,2084628
1156,12000000,tt3622592,85512300
1157,105000000,tt2058673,133718711
1158,1000000,tt3713166,62882090
1159,90000000,tt1618442,146936910
1160,12000000,tt2436386,32248241
1161,13000000,tt2057392,18704595
1162,14000000,tt3077214,16002420
1163,8000000,tt2401878,5659286
1164,73000000,tt1985949,349779543
1165,9900000,tt4160708,157100845
1166,20000000,tt2368619,14397593
1167,50000000,tt4172430,69411370
1168,38000000,tt1292566,112343513
1169,38000000,tt4501244,118034273
1170,3500000,tt4263482,40423945
1171,31500000,tt3014866,14708696
1172,4900000,tt4786282,148868835
1173,60000000,tt3300542,205754447
1174,35000000,tt1473832,211952420
1175,26000000,tt1798603,17782178
1176,45000000,tt3631112,173185859
1177,6000000,tt4714782,1305195
1178,35000000,tt3381008,25182929
1179,35000000,tt0383060,12506188
1180,55000000,tt0405676,9450897
1181,8000000,tt0457572,426224
1182,100000000,tt0449010,249288105
1183,11000000,tt0493430,72778712
1184,50000000,tt0387877,49111202
1185,54000000,tt0463034,130431368
1186,18000000,tt0386741,1831348
1187,40000000,tt0421729,138259062
1188,20000000,tt0483726,41237648
1189,15000000,tt0465551,49469904
1190,17000000,tt0405336,374743
1191,70000000,tt0443489,154937680
1192,32000000,tt0457510,80197993
1193,86000000,tt0211933,14373825
1194,25000000,tt0480242,68377859
1195,10200000,tt0498353,35619521
1196,4000000,tt0796375,2426851
1197,20000000,tt0455760,22217407
1198,5000000,tt0790623,346592
1199,4000000,tt0488478,7537453
1200,20000000,tt0804461,16974459
1201,30000000,tt0435670,26810113
1202,22000000,tt0492956,147880543
1203,100000000,tt0486583,97838349
1204,12000000,tt0805564,11293663
1205,35000000,tt0762114,69307224
1206,11500000,tt1073241,186702
1207,35000000,tt0426592,25871834
1208,5000000,tt0862846,16174377
1209,60000000,tt1034331,73174566
1210,20000000,tt0947802,27640028
1211,25000000,tt0449487,2000000
1212,12000000,tt0481536,43493123
1213,30000000,tt0482572,31148328
1214,8500000,tt1185834,68282844
1215,12000000,tt1103275,3148182
1216,40000000,tt1135503,129540499
1217,50000000,tt1075417,106303988
1218,15000000,tt1172233,16633035
1219,20000000,tt0892767,1017401
1220,9000000,tt1187043,70000000
1221,25000000,tt0924129,1037335
1222,15000000,tt1311067,39421467
1223,35000000,tt0962736,27409889
1224,800000,tt1379177,867714
1225,25000000,tt1095217,10589102
1226,7000000,tt1405810,8220215
1227,3500000,tt0842926,34705850
1228,1800000,tt1320244,67738090
1229,30000000,tt1023114,20348249
1230,28000000,tt1273678,45236543
1231,22000000,tt1179069,851517
1232,20000000,tt1116184,117224271
1233,10000000,tt1320239,4349187
1234,5000000,tt0935075,5129058
1235,2000000,tt1242432,572809
1236,19000000,tt0889573,49830607
1237,25000000,tt0968264,15478800
1238,52000000,tt0817230,216485654
1239,40000000,tt1189340,85412898
1240,17000000,tt1152398,43165571
1241,49900000,tt1240982,26121638
1242,7000000,tt1242460,6038942
1243,37000000,tt1161864,96047633
1244,12500000,tt1124035,75993061
1245,4798235,tt1687901,209696
1246,8000000,tt1181614,100915
1247,80000000,tt1222817,169852759
1248,30000000,tt1093357,64626786
1249,30000000,tt1449283,14460000
1250,30000000,tt0844993,13521829
1251,7700000,tt1372686,1072602
1252,69000000,tt1611224,112265139
1253,7500000,tt1034314,8135031
1254,15000000,tt1764234,37930465
1255,65000000,tt0443272,275293450
1256,25000000,tt0337692,8784318
1257,30000000,tt1656190,40346186
1258,16000000,tt1716777,12434778
1259,15000000,tt1258972,15608545
1260,1000000,tt2350496,4235151
1261,3500000,tt2387433,25174316
1262,30000000,tt2404311,36894225
1263,17000000,tt1288558,97542952
1264,10000000,tt2345112,653651
1265,28000000,tt2343793,1749201
1266,11000000,tt2171867,3639345
1267,2500000,tt1714206,6854611
1268,25000000,tt2016940,2054941
1269,35000000,tt2304771,27330000
1270,11000000,tt2404461,10631747
1271,66000000,tt2369135,203277636
1272,5000000,tt3316960,43884652
1273,5000000,tt2980592,2367161
1274,36000000,tt2978462,52424533
1275,8500000,tt2088003,7500000
1276,16800000,tt2870756,51029361
1277,50000000,tt2106361,160602194
1278,103000000,tt2357291,500188435
1279,8000000,tt2891174,1411927
1280,25000000,tt2223990,28831145
1281,40000000,tt1976009,34227298
1282,10000000,tt1791682,7587485
1283,15000000,tt0810819,64191523
1284,2000000,tt2366608,45431
1285,1000000,tt3766394,14444999
1286,15000000,tt3203606,8235661
1287,600000,tt4270516,7087452
1288,37000000,tt1243974,26250020
1289,10000000,tt3387542,40055439
1290,20000000,tt4651520,183936074
1291,140000000,tt3691740,183345589
1292,21500000,tt2126235,4811525
1293,10000000,tt2582500,13082071
1294,25000000,tt1355631,15436808
1295,25000000,tt2461150,29200000
1296,27000000,tt2241351,93282604
1297,32000000,tt2238032,58500000
1298,15000000,tt4262980,77000000
1299,29000000,tt2702724,78636257
1300,12000000,tt0424993,38368909
1301,15000000,tt0462200,10903846
1302,50000000,tt0429589,55181129
1303,30000000,tt0421206,41480851
1304,5000000,tt0424345,26888376
1305,70000000,tt0430912,38629478
1306,12000000,tt0433416,20138836
1307,38000000,tt0454919,29907685
1308,22000000,tt0365830,13405595
1309,140000000,tt0293564,258022233
1310,25000000,tt0426931,66122026
1311,1500000,tt0489235,173066
1312,67000000,tt0462322,25037897
1313,16000000,tt0427470,5367030
1314,34000000,tt0453556,95608995
1315,20000000,tt0780571,41637263
1316,16500000,tt0416508,37311672
1317,25000000,tt0452625,59192128
1318,9000000,tt0482606,82391145
1319,45000000,tt0814022,42487390
1320,35000000,tt1033643,170000000
1321,60000000,tt0831887,39031337
1322,20000000,tt1014775,149281606
1323,8500000,tt0785035,8936663
1324,25000000,tt0861689,19844979
1325,80000000,tt0425061,230685453
1326,5000000,tt0884224,1296184
1327,58000000,tt0379865,41299492
1328,20000000,tt1024255,21972336
1329,7000000,tt0942903,8900000
1330,80000000,tt1326972,121059225
1331,5700000,tt1242422,19300483
1332,150000000,tt0436339,292817841
1333,58000000,tt1314228,85280250
1334,800000,tt1278340,1984662
1335,16000000,tt1139668,76514050
1336,20000000,tt0976222,5210988
1337,18000000,tt1032815,15345201
1338,60000000,tt1045778,62357900
1339,48000000,tt0808510,112462508
1340,12500000,tt1244754,6732980
1341,3500000,tt1740707,4159678
1342,4500000,tt0838247,3606395
1343,7000000,tt1403177,382946
1344,967686,tt1341167,4270000
1345,35000000,tt1028576,60251371
1346,4500000,tt1403988,123820
1347,2500000,tt1512235,324138
1348,7000000,tt1294688,7644937
1349,20000000,tt0815236,49779728
1350,2500000,tt1270835,52604
1351,5000000,tt1313092,1000000
1352,50000000,tt1389137,120081841
1353,130000000,tt1402488,150406466
1354,50000000,tt1462041,38502340
1355,75000000,tt1615918,342695435
1356,14350531,tt1478964,3964682
1357,125000,tt1742336,3200000
1358,32500000,tt1478338,288383523
1359,63000000,tt1411704,183953723
1360,30000000,tt1521197,15395087
1361,10000000,tt1726669,3665069
1362,3000000,tt1535616,22000
1363,13000000,tt1007029,114956699
1364,20000000,tt1067774,17425000
1365,20000000,tt1491044,1969193
1366,15000000,tt2091473,8138788
1367,35000000,tt1758830,88058786
1368,11000000,tt1441951,59520298
1369,40000000,tt1598828,36893721
1370,65000000,tt1234719,44806783
1371,25000000,tt1327194,99357138
1372,40000000,tt1694020,41863726
1373,9500000,tt1650048,12250
1374,13000000,tt1911644,68572378
1375,50000000,tt1229340,173649015
1376,13000000,tt1814621,18000000
1377,12000000,tt2431286,100129872
1378,90000000,tt1854564,174578751
1379,13000000,tt1711425,48065672
1380,13500000,tt1924396,19255873
1381,30000000,tt2364841,62616646
1382,10000000,tt1935179,21587700
1383,26000000,tt2387559,51164106
1384,11000000,tt1486834,7847000
1385,49300000,tt2576852,24186232
1386,15000000,tt3063516,151831537
1387,4000000,tt3253930,5169755
1388,7000000,tt2752758,36433975
1389,13200000,tt2011159,53830415
1390,3500000,tt3060952,5155325
1391,6000000,tt2771372,3485127
1392,65000000,tt1418377,71154592
1393,10500000,tt2720680,42070000
1394,5000000,tt2870612,40100000
1395,20000000,tt3181776,133332
1396,17000000,tt2279339,42426912
1397,40000000,tt2631186,100000000
1398,5000000,tt3819668,61768190
1399,6000000,tt3787590,11122090
1400,9000000,tt1878870,18803648
1401,10000000,tt3797868,18730891
1402,9900000,tt3352390,2400000
1403,30000000,tt4513674,43763247
1404,10000000,tt4645330,4073489
1405,10000000,tt5653294,27305571
1406,30000000,tt2980210,4212494
1407,23000000,tt1083452,46152411
1408,8000000,tt3606888,82703
1409,14000000,tt3387266,13819139
1410,28000000,tt1374989,16374328
1411,80000000,tt0405469,37384046
1412,12899867,tt0441909,85582407
1413,4000000,tt0470705,8059140
1414,21000000,tt0398913,480314
1415,13000000,tt0401711,4857367
1416,24000000,tt0395119,23321954
1417,13000000,tt0469263,11130889
1418,10000000,tt0455960,25399945
1419,16000000,tt0469623,2849142
1420,19000000,tt0452702,35300645
1421,35000000,tt0841046,18317151
1422,28000000,tt0481141,92601050
1423,2600000,tt0480669,553198
1424,55000000,tt0865556,127906624
1425,30000000,tt1073498,84646831
1426,11000000,tt1064932,53191886
1427,25000000,tt1213644,14109284
1428,40000000,tt0866439,84601681
1429,45000000,tt1046997,9323833
1430,20000000,tt0412536,13204291
1431,13000000,tt0974554,14894347
1432,3000000,tt1024715,3830137
1433,8000000,tt1225822,10848783
1434,8000000,tt1300851,10629321
1435,70000000,tt1186830,39041505
1436,27000000,tt0795351,29000000
1437,20000000,tt1083456,18599102
1438,3000000,tt1232776,2357852
1439,50000000,tt0891592,12764201
1440,30000000,tt0901476,114663461
1441,15000000,tt1247640,8786375
1442,18000000,tt0899106,36133014
1443,4000000,tt1107319,55125
1444,8000000,tt0804497,6491240
1445,44000000,tt1438254,48190704
1446,20000000,tt1440728,65464324
1447,25000000,tt1179025,34100000
1448,1987650,tt1462758,19152480
1449,42000000,tt1032751,11087569
1450,6800000,tt1255953,7103838
1451,20000000,tt1666186,80547866
1452,40000000,tt1038919,136000000
1453,110000000,tt0472181,563749323
1454,6400000,tt1655420,35057696
1455,2000000,tt1767382,13101672
1456,24000000,tt1742650,30551495
1457,13000000,tt1702443,98441954
1458,30000000,tt1586752,2527904
1459,35000000,tt0491152,59901913
1460,21000000,tt1650043,72417394
1461,4000000,tt1422136,25345000
1462,3000000,tt1603257,3010
1463,1500000,tt1731697,1165882
1464,15000000,tt1931533,19422261
1465,35000000,tt1547234,31083599
1466,12000000,tt1764183,35485056
1467,35000000,tt1655460,24159934
1468,1000000,tt1866249,9138338
1469,12000000,tt1591479,81272766
1470,58000000,tt0485985,50365377
1471,5000000,tt2109184,142817992
1472,50000000,tt1723642,48600000
1473,100000,tt2126362,95000
1474,13000000,tt1396226,18295
1475,35000000,tt2024432,173965010
1476,3000000,tt2209418,11176469
1477,4357373,tt1715336,1200000
1478,25000000,tt1327773,115922175
1479,10000000,tt1426329,1585582
1480,30000000,tt0790628,27437881
1481,130000000,tt1815862,243843127
1482,25000000,tt1980209,86175291
1483,4800000,tt1602613,10337387
1484,44000000,tt1517260,63327201
1485,6500000,tt2799166,13865435
1486,8000000,tt1800246,26049082
1487,40000000,tt1742044,67347013
1488,20000000,tt3399024,151530
1489,45000000,tt2626350,86165646
1490,22500000,tt3007512,15520023
1491,4500000,tt2265171,2627209
1492,60000000,tt1837709,30800231
1493,25000000,tt1408253,153997819
1494,3196621,tt4176826,25513752
1495,11800000,tt2402927,40272135
1496,700000,tt3850214,17986781
1497,3000000,tt1841642,3387000
1498,34000000,tt2726560,63013281
1499,6000000,tt1365050,9077700
1500,19500000,tt1741273,34854990
1501,15000000,tt3508840,632542
1502,11000000,tt2404425,61619773
1503,7000000,tt1658801,573335
1504,9000000,tt1619029,13960394
1505,20000000,tt2547584,25956113
1506,7000000,tt4385888,5816211
1507,5000000,tt3499096,24804129
1508,33000000,tt2823054,77068246
1509,10000000,tt0462504,7177143
1510,18000000,tt0479537,1196307
1511,17500000,tt0486551,19179969
1512,12000000,tt0429591,23006849
1513,20000000,tt0758742,27793200
1514,15000000,tt0436697,123384128
1515,11000000,tt0468492,88489643
1516,1000000,tt0497116,46243000
1517,50000000,tt0393735,61112916
1518,32000000,tt0452624,5914908
1519,50000000,tt0455957,9448082
1520,3800000,tt0906665,2725258
1521,15000000,tt0393597,109000000
1522,2600000,tt0986264,28430000
1523,20000000,tt0462229,10337477
1524,9000000,tt0386032,24538513
1525,40000000,tt0760329,103071443
1526,20000000,tt0472071,8380329
1527,70000000,tt0476964,69766619
1528,20000000,tt1046163,36620508
1529,3500000,tt0409345,1115493
1530,37000000,tt0482603,63800345
1531,7500000,tt1063669,19000000
1532,20000000,tt0844286,5530764
1533,3500000,tt1303828,44462
1534,26000000,tt0765010,43318349
1535,40000000,tt1186367,60462347
1536,35000000,tt0785006,73034460
1537,85000000,tt1230414,219103655
1538,10000000,tt0929632,47536959
1539,14000000,tt1288403,875386
1540,5773100,tt1447972,18144030
1541,24000000,tt0464154,83188165
1542,8000000,tt1235189,3453043
1543,30000000,tt1458175,51148651
1544,15000000,tt1172991,4882577
1545,32000000,tt1322312,42045846
1546,4000000,tt1529235,65584679
1547,25000000,tt1270761,36993168
1548,41000000,tt1053810,7448385
1549,9000000,tt1922612,18663238
1550,8000000,tt1487118,1749457
1551,25000000,tt1692486,27603069
1552,10000000,tt1535970,610986
1553,17000000,tt1646980,3696232
1554,850000,tt1996264,1243961
1555,2000000,tt1780762,58510
1556,750000,tt1862079,4007792
1557,10000000,tt1531901,89237
1558,35000000,tt1413495,13785015
1559,7500000,tt1657510,1359910
1560,2900000,tt1763264,74918
1561,12000000,tt1821549,17654912
1562,12000000,tt2002718,15008161
1563,20000000,tt1893256,8352885
1564,8500000,tt1171222,22456509
1565,4900000,tt1985019,2159041
1566,25000000,tt2039393,39171130
1567,25000000,tt2952602,129115
1568,9000000,tt2883434,21571189
1569,22000000,tt2980648,88880821
1570,15000000,tt2463288,59209
1571,5000000,tt2059171,13809
1572,28000000,tt1698641,100654149
1573,4000000,tt2910814,600896
1574,20000000,tt2318092,34077920
1575,20000000,tt2103254,100525432
1576,35000000,tt2358925,14431253
1577,5904067,tt3616916,12975143
1578,25000000,tt2006295,24902723
1579,15000000,tt3164256,3020664
1580,35000000,tt2967224,51680201
1581,35000000,tt3322364,50363790
1582,100000,tt2309260,42664410
1583,10000000,tt2473510,78096553
1584,20000000,tt3369806,43967255
1585,11930000,tt2910904,18340000
1586,10000000,tt2752772,52882018
1587,45000000,tt1711525,114501299
1588,10500000,tt4651410,100659
1589,13500000,tt4731008,3342697
1590,9000000,tt4669986,8996802
1591,4000000,tt3544112,13624522
1592,5210000,tt4088268,5900000
1593,35000000,tt3553442,23083334
1594,10400000,tt5074352,310000000
1595,15000000,tt0433442,11992014
1596,6500000,tt0460989,22889018
1597,23000000,tt0384793,38505009
1598,25000000,tt0445946,5549200
1599,17000000,tt0465142,7314027
1600,15000000,tt0455857,66966987
1601,65000000,tt0758794,43545364
1602,12000000,tt0439289,6754898
1603,6000000,tt0354899,9524340
1604,16500000,tt0815244,13620075
1605,20000000,tt0419887,73276047
1606,20000000,tt0799949,86865564
1607,38000000,tt0437954,5410749
1608,25100000,tt1175491,29506464
1609,90000000,tt0416236,162839667
1610,27000000,tt1018785,44352417
1611,12000000,tt0396707,7070330
1612,12000000,tt1082868,40855419
1613,15000000,tt0954990,317000
1614,3500000,tt0902272,5231128
1615,17000000,tt0865559,20455276
1616,590235,tt0978762,1725381
1617,9500000,tt1091722,17164377
1618,18500000,tt1058017,31912793
1619,20000000,tt1232207,17436509
1620,16000000,tt1403981,56032889
1621,21000000,tt1321509,49050886
1622,22000000,tt0977855,24188922
1623,31000000,tt1244659,15134293
1624,50000000,tt1392197,83761844
1625,500000,tt1470827,4242978
1626,10000000,tt1470023,6110000
1627,8700000,tt1465487,47355187
1628,69000000,tt0427152,86387857
1629,19100000,tt1270262,5728213
1630,56000000,tt1598822,142044638
1631,5000000,tt1675192,3099314
1632,29000000,tt1533749,33662874
1633,30000000,tt0881320,108609310
1634,500000,tt1832382,24426169
1635,19000000,tt0810922,6928068
1636,21000000,tt1321860,970816
1637,8000000,tt1604171,10130000
1638,25000000,tt0999913,10324441
1639,11500000,tt1659343,1402307
1640,10500000,tt1764625,23000000
1641,6400000,tt2168910,18800000
1642,12000000,tt2215719,32726956
1643,3730500,tt0857190,6294161
1644,12000000,tt1621045,96070507
1645,1000000,tt2375605,444575
1646,5990000,tt2258337,19450000
1647,40000000,tt1430615,24719215
1648,12500000,tt1496422,1353868
1649,5000000,tt1704573,9206470
1650,6000000,tt1932767,1066471
1651,20000000,tt1487931,27187375
1652,19500000,tt1833673,91000000
1653,80000000,tt1762399,126546518
1654,32000000,tt2101473,57284237
1655,18000000,tt2058107,22309223
1656,35000000,tt1931435,21819348
1657,5000000,tt2034139,15179302
1658,1000000,tt2339741,26501323
1659,70000000,tt1043726,61279452
1660,13000000,tt2183034,45300000
1661,6000000,tt2465578,5809330
1662,17000000,tt2528814,29789000
1663,14000000,tt2637294,12314651
1664,10000000,tt3707106,3727746
1665,20000000,tt2402101,208588
1666,13000000,tt1524575,1784763
1667,25000000,tt4824302,48418160
1668,10000000,tt2937696,3400278
1669,5000000,tt1540011,45172994
1670,10000000,tt3882082,64188367
1671,3000000,tt4034354,4210454
1672,8000000,tt2321405,292279
1673,5000000,tt4062536,3220371
1674,9000000,tt4361050,81705746
1675,29000000,tt4136084,48902953
1676,30000000,tt0446046,34742066
1677,13000000,tt0420609,1151330
1678,16800000,tt0422295,2281089
1679,25000000,tt0395495,16158487
1680,45000000,tt0408985,38399961
1681,20000000,tt0466342,48548426
1682,12000000,tt0470765,5542025
1683,6000000,tt0455612,57231524
1684,9000000,tt0454082,21510851
1685,45000000,tt0484740,4607608
1686,40000000,tt0444682,62771059
1687,4000000,tt0845046,6870249
1688,15000000,tt1031969,8762890
1689,12000000,tt0406759,56309766
1690,25000000,tt0486674,6673422
1691,18000000,tt0365675,40239
1692,62000000,tt0811138,41819064
1693,8376800,tt0449994,13000000
1694,1500000,tt1226681,32000
1695,1700000,tt1103982,1007962
1696,15000000,tt1179891,100734718
1697,9000000,tt1151359,985117
1698,20000000,tt1198138,73830340
1699,6000000,tt1174730,6670712
1700,10000000,tt1262981,295750
1701,12000000,tt1220888,204940
1702,7000000,tt1106860,46488
1703,5000000,tt1531663,2614773
1704,20000000,tt1213012,39300000
1705,30000000,tt1032825,102000000
1706,30000,tt1584016,3045943
