budget,imdb_id,revenue
40000000,tt0765446,74597643
25000000,tt2193215,71009334
55000000,tt1535109,95000000
60000000,tt1559547,60052138
28000000,tt1837703,8555008
30000000,tt2668134,17137302
20000000,tt1572315,47241945
30000000,tt2053463,63372757
8500000,tt1684233,9747
78000000,tt1985966,248384621
2159280,tt2718492,15298355
16000000,tt2398231,3442853
5000000,tt1216491,2450846
2000000,tt2321549,6676471
24000000,tt2239832,70181428
1000000,tt2994190,59744
11000000,tt2883512,45967935
5000000,tt1609479,75143
4000000,tt1065073,44349000
4000000,tt2382396,2365467
50000000,tt2980706,151165787
5000000,tt2908856,7527232
26000000,tt1972779,35926213
35000000,tt3488710,61181942
25000000,tt1655441,65663276
35000000,tt2679042,81967450
60000000,tt3045616,30418560
4000000,tt3181822,52425855
60000000,tt2446980,101134059
10000000,tt1772288,10835752
53000000,tt1355683,98837872
25000000,tt3530002,52395996
4000000,tt1881002,187112
14000000,tt4005402,3621046
23000000,tt0884732,79799880
28000000,tt3316948,27139524
10000000,tt3195644,104303851
13360000,tt3312830,2000000
11000000,tt2381111,62076141
38000000,tt2304933,109906372
24000000,tt2671706,64414761
6700000,tt3655414,12118661
46000000,tt0490215,23737523
3500000,tt4954522,4100000
18000000,tt2649554,6212282
5000000,tt5247022,2152738
40000000,tt2387499,29918745
17000000,tt4052882,119100758
8000000,tt4520364,8810591
80000000,tt2025690,52099090
50000000,tt1124037,25035950
20000000,tt1712261,12639297
11500000,tt1860213,94073028
45000000,tt0408345,82800000
35000000,tt0416496,10496317
12000000,tt0452681,84500122
50000000,tt0427229,128406887
64000000,tt0430304,101595121
63000000,tt0469641,162945894
17000000,tt0475394,57103895
75000000,tt0452637,42285169
33000000,tt0417148,62022014
700000,tt0468489,4911725
500000,tt0443431,745327
40000000,tt0422720,60474340
18000000,tt0455967,41009669
37665000,tt0349467,14655628
85000000,tt0762107,186072214
24000000,tt0466839,9576495
21000000,tt0498399,54926886
2000000,tt0848557,5364858
16000000,tt0425430,1109660
30000000,tt0411061,16930884
27500000,tt0804522,24748670
55000000,tt0414055,74237563
4000000,tt0858486,6101046
67000000,tt0462396,25303038
60000000,tt0398808,137587063
40000000,tt0758766,145896422
85000000,tt0423294,149044513
80000000,tt0960731,212874442
14700000,tt0808399,8049666
65000000,tt0838283,128107642
25000000,tt0489281,11207130
85000000,tt0451079,297138014
17759769,tt0864761,43306325
35000000,tt0959337,75225693
20000000,tt0200465,64822796
35000000,tt0467200,78269970
55000000,tt0970411,17869048
80000000,tt0369436,163733697
37000000,tt0410377,100076342
35000000,tt1114677,155545279
70000000,tt0762125,104945765
80000000,tt0875034,53825515
3400000,tt0844479,114000000
15000000,tt1352824,8459458
7500000,tt1174732,26096852
11000000,tt0870984,791867
41000000,tt1155056,91636986
2900000,tt1190536,296557
5600000,tt1245112,18469680
30000000,tt0362478,33333531
38000000,tt0465580,45465299
30000000,tt0411951,967000
2000000,tt1399683,13831503
24000000,tt1433108,23081726
12000000,tt1477109,11212294
20000000,tt1228987,24145613
35000000,tt1212436,77477008
47000000,tt1075747,10539000
12000000,tt1188996,42345360
20000000,tt1414382,32005248
25000000,tt1440232,48531470
100000000,tt1261945,288347692
120000000,tt1341188,48668907
750000,tt1594562,78396
45000000,tt1204342,165184237
5000000,tt1441952,34564651
25000000,tt1291584,23057115
27000000,tt1517489,85564310
90000000,tt1436562,484635760
45000000,tt0376136,24000000
35000000,tt1616195,84606030
94000000,tt1410063,95311434
20000000,tt1013860,4634062
18000000,tt1596346,47088990
6000000,tt1540133,19560274
25000000,tt1366344,34942188
38000000,tt1067583,114156230
5000000,tt1772240,25562924
70000000,tt1232200,58058367
25000000,tt1047540,119772232
45000000,tt1712170,30353232
30000000,tt1195478,53909751
2500000,tt1990314,3325038
20000000,tt1924429,24261569
30000000,tt2013293,117932401
22000000,tt1634003,24000000
15000000,tt2132285,19145732
55000000,tt1621039,110000000
90000000,tt0359950,188133322
175000000,tt1335975,150962475
27220000,tt2005374,5496951
35000000,tt1904996,46216641
4600000,tt1727388,23198652
12000000,tt1682180,12077441
6000000,tt1333125,32438988
13300000,tt1441395,5380251
60000000,tt1205537,135511030
13000000,tt2338151,120000000
24000000,tt1100089,12096300
8500000,tt2333804,770706
5000000,tt2403021,6833445
60000000,tt0787474,108255770
17000000,tt2515030,3758328
35000000,tt1742334,17508518
16000000,tt3289728,2084628
12000000,tt3622592,85512300
105000000,tt2058673,133718711
1000000,tt3713166,62882090
90000000,tt1618442,146936910
12000000,tt2436386,32248241
13000000,tt2057392,18704595
14000000,tt3077214,16002420
8000000,tt2401878,5659286
73000000,tt1985949,349779543
9900000,tt4160708,157100845
20000000,tt2368619,14397593
50000000,tt4172430,69411370
38000000,tt1292566,112343513
38000000,tt4501244,118034273
3500000,tt4263482,40423945
31500000,tt3014866,14708696
4900000,tt4786282,148868835
60000000,tt3300542,205754447
35000000,tt1473832,211952420
26000000,tt1798603,17782178
45000000,tt3631112,173185859
6000000,tt4714782,1305195
35000000,tt3381008,25182929
35000000,tt0383060,12506188
55000000,tt0405676,9450897
8000000,tt0457572,426224
100000000,tt0449010,249288105
11000000,tt0493430,72778712
50000000,tt0387877,49111202
54000000,tt0463034,130431368
18000000,tt0386741,1831348
40000000,tt0421729,138259062
20000000,tt0483726,41237648
15000000,tt0465551,49469904
17000000,tt0405336,374743
70000000,tt0443489,154937680
32000000,tt0457510,80197993
86000000,tt0211933,14373825
25000000,tt0480242,68377859
10200000,tt0498353,35619521
4000000,tt0796375,2426851
20000000,tt0455760,22217407
5000000,tt0790623,346592
4000000,tt0488478,7537453
20000000,tt0804461,16974459
30000000,tt0435670,26810113
22000000,tt0492956,147880543
100000000,tt0486583,97838349
12000000,tt0805564,11293663
35000000,tt0762114,69307224
11500000,tt1073241,186702
35000000,tt0426592,25871834
5000000,tt0862846,16174377
60000000,tt1034331,73174566
20000000,tt0947802,27640028
25000000,tt0449487,2000000
12000000,tt0481536,43493123
30000000,tt0482572,31148328
8500000,tt1185834,68282844
12000000,tt1103275,3148182
40000000,tt1135503,129540499
50000000,tt1075417,106303988
15000000,tt1172233,16633035
20000000,tt0892767,1017401
9000000,tt1187043,70000000
25000000,tt0924129,1037335
15000000,tt1311067,39421467
35000000,tt0962736,27409889
800000,tt1379177,867714
25000000,tt1095217,10589102
7000000,tt1405810,8220215
3500000,tt0842926,34705850
1800000,tt1320244,67738090
30000000,tt1023114,20348249
28000000,tt1273678,45236543
22000000,tt1179069,851517
20000000,tt1116184,117224271
10000000,tt1320239,4349187
5000000,tt0935075,5129058
2000000,tt1242432,572809
19000000,tt0889573,49830607
25000000,tt0968264,15478800
52000000,tt0817230,216485654
40000000,tt1189340,85412898
17000000,tt1152398,43165571
49900000,tt1240982,26121638
7000000,tt1242460,6038942
37000000,tt1161864,96047633
12500000,tt1124035,75993061
4798235,tt1687901,209696
8000000,tt1181614,100915
80000000,tt1222817,169852759
30000000,tt1093357,64626786
30000000,tt1449283,14460000
30000000,tt0844993,13521829
7700000,tt1372686,1072602
69000000,tt1611224,112265139
7500000,tt1034314,8135031
15000000,tt1764234,37930465
65000000,tt0443272,275293450
25000000,tt0337692,8784318
30000000,tt1656190,40346186
16000000,tt1716777,12434778
15000000,tt1258972,15608545
1000000,tt2350496,4235151
3500000,tt2387433,25174316
30000000,tt2404311,36894225
17000000,tt1288558,97542952
10000000,tt2345112,653651
28000000,tt2343793,1749201
11000000,tt2171867,3639345
2500000,tt1714206,6854611
25000000,tt2016940,2054941
35000000,tt2304771,27330000
11000000,tt2404461,10631747
66000000,tt2369135,203277636
5000000,tt3316960,43884652
5000000,tt2980592,2367161
36000000,tt2978462,52424533
8500000,tt2088003,7500000
16800000,tt2870756,51029361
50000000,tt2106361,160602194
103000000,tt2357291,500188435
8000000,tt2891174,1411927
25000000,tt2223990,28831145
40000000,tt1976009,34227298
10000000,tt1791682,7587485
15000000,tt0810819,64191523
2000000,tt2366608,45431
1000000,tt3766394,14444999
15000000,tt3203606,8235661
600000,tt4270516,7087452
37000000,tt1243974,26250020
10000000,tt3387542,40055439
20000000,tt4651520,183936074
140000000,tt3691740,183345589
21500000,tt2126235,4811525
10000000,tt2582500,13082071
25000000,tt1355631,15436808
25000000,tt2461150,29200000
27000000,tt2241351,93282604
32000000,tt2238032,58500000
15000000,tt4262980,77000000
29000000,tt2702724,78636257
12000000,tt0424993,38368909
15000000,tt0462200,10903846
50000000,tt0429589,55181129
30000000,tt0421206,41480851
5000000,tt0424345,26888376
70000000,tt0430912,38629478
12000000,tt0433416,20138836
38000000,tt0454919,29907685
22000000,tt0365830,13405595
140000000,tt0293564,258022233
25000000,tt0426931,66122026
1500000,tt0489235,173066
67000000,tt0462322,25037897
16000000,tt0427470,5367030
34000000,tt0453556,95608995
20000000,tt0780571,41637263
16500000,tt0416508,37311672
25000000,tt0452625,59192128
9000000,tt0482606,82391145
45000000,tt0814022,42487390
35000000,tt1033643,170000000
60000000,tt0831887,39031337
20000000,tt1014775,149281606
8500000,tt0785035,8936663
25000000,tt0861689,19844979
80000000,tt0425061,230685453
5000000,tt0884224,1296184
58000000,tt0379865,41299492
20000000,tt1024255,21972336
7000000,tt0942903,8900000
80000000,tt1326972,121059225
5700000,tt1242422,19300483
150000000,tt0436339,292817841
58000000,tt1314228,85280250
800000,tt1278340,1984662
16000000,tt1139668,76514050
20000000,tt0976222,5210988
18000000,tt1032815,15345201
60000000,tt1045778,62357900
48000000,tt0808510,112462508
12500000,tt1244754,6732980
3500000,tt1740707,4159678
4500000,tt0838247,3606395
7000000,tt1403177,382946
967686,tt1341167,4270000
35000000,tt1028576,60251371
4500000,tt1403988,123820
2500000,tt1512235,324138
7000000,tt1294688,7644937
20000000,tt0815236,49779728
2500000,tt1270835,52604
5000000,tt1313092,1000000
50000000,tt1389137,120081841
130000000,tt1402488,150406466
50000000,tt1462041,38502340
75000000,tt1615918,342695435
14350531,tt1478964,3964682
125000,tt1742336,3200000
32500000,tt1478338,288383523
63000000,tt1411704,183953723
30000000,tt1521197,15395087
10000000,tt1726669,3665069
3000000,tt1535616,22000
13000000,tt1007029,114956699
20000000,tt1067774,17425000
20000000,tt1491044,1969193
15000000,tt2091473,8138788
35000000,tt1758830,88058786
11000000,tt1441951,59520298
40000000,tt1598828,36893721
65000000,tt1234719,44806783
25000000,tt1327194,99357138
40000000,tt1694020,41863726
9500000,tt1650048,12250
13000000,tt1911644,68572378
50000000,tt1229340,173649015
13000000,tt1814621,18000000
12000000,tt2431286,100129872
90000000,tt1854564,174578751
13000000,tt1711425,48065672
13500000,tt1924396,19255873
30000000,tt2364841,62616646
10000000,tt1935179,21587700
26000000,tt2387559,51164106
11000000,tt1486834,7847000
49300000,tt2576852,24186232
15000000,tt3063516,151831537
4000000,tt3253930,5169755
7000000,tt2752758,36433975
13200000,tt2011159,53830415
3500000,tt3060952,5155325
6000000,tt2771372,3485127
65000000,tt1418377,71154592
10500000,tt2720680,42070000
5000000,tt2870612,40100000
20000000,tt3181776,133332
17000000,tt2279339,42426912
40000000,tt2631186,100000000
5000000,tt3819668,61768190
6000000,tt3787590,11122090
9000000,tt1878870,18803648
10000000,tt3797868,18730891
9900000,tt3352390,2400000
30000000,tt4513674,43763247
10000000,tt4645330,4073489
10000000,tt5653294,27305571
30000000,tt2980210,4212494
23000000,tt1083452,46152411
8000000,tt3606888,82703
14000000,tt3387266,13819139
28000000,tt1374989,16374328
80000000,tt0405469,37384046
12899867,tt0441909,85582407
4000000,tt0470705,8059140
21000000,tt0398913,480314
13000000,tt0401711,4857367
24000000,tt0395119,23321954
13000000,tt0469263,11130889
10000000,tt0455960,25399945
16000000,tt0469623,2849142
19000000,tt0452702,35300645
35000000,tt0841046,18317151
28000000,tt0481141,92601050
2600000,tt0480669,553198
55000000,tt0865556,127906624
30000000,tt1073498,84646831
11000000,tt1064932,53191886
25000000,tt1213644,14109284
40000000,tt0866439,84601681
45000000,tt1046997,9323833
20000000,tt0412536,13204291
13000000,tt0974554,14894347
3000000,tt1024715,3830137
8000000,tt1225822,10848783
8000000,tt1300851,10629321
70000000,tt1186830,39041505
27000000,tt0795351,29000000
20000000,tt1083456,18599102
3000000,tt1232776,2357852
50000000,tt0891592,12764201
30000000,tt0901476,114663461
15000000,tt1247640,8786375
18000000,tt0899106,36133014
4000000,tt1107319,55125
8000000,tt0804497,6491240
44000000,tt1438254,48190704
20000000,tt1440728,65464324
25000000,tt1179025,34100000
1987650,tt1462758,19152480
42000000,tt1032751,11087569
6800000,tt1255953,7103838
20000000,tt1666186,80547866
40000000,tt1038919,136000000
110000000,tt0472181,563749323
6400000,tt1655420,35057696
2000000,tt1767382,13101672
24000000,tt1742650,30551495
13000000,tt1702443,98441954
30000000,tt1586752,2527904
35000000,tt0491152,59901913
21000000,tt1650043,72417394
4000000,tt1422136,25345000
3000000,tt1603257,3010
1500000,tt1731697,1165882
15000000,tt1931533,19422261
35000000,tt1547234,31083599
12000000,tt1764183,35485056
35000000,tt1655460,24159934
1000000,tt1866249,9138338
12000000,tt1591479,81272766
58000000,tt0485985,50365377
5000000,tt2109184,142817992
50000000,tt1723642,48600000
100000,tt2126362,95000
13000000,tt1396226,18295
35000000,tt2024432,173965010
3000000,tt2209418,11176469
4357373,tt1715336,1200000
25000000,tt1327773,115922175
10000000,tt1426329,1585582
30000000,tt0790628,27437881
130000000,tt1815862,243843127
25000000,tt1980209,86175291
4800000,tt1602613,10337387
44000000,tt1517260,63327201
6500000,tt2799166,13865435
8000000,tt1800246,26049082
40000000,tt1742044,67347013
20000000,tt3399024,151530
45000000,tt2626350,86165646
22500000,tt3007512,15520023
4500000,tt2265171,2627209
60000000,tt1837709,30800231
25000000,tt1408253,153997819
3196621,tt4176826,25513752
11800000,tt2402927,40272135
700000,tt3850214,17986781
3000000,tt1841642,3387000
34000000,tt2726560,63013281
6000000,tt1365050,9077700
19500000,tt1741273,34854990
15000000,tt3508840,632542
11000000,tt2404425,61619773
7000000,tt1658801,573335
9000000,tt1619029,13960394
20000000,tt2547584,25956113
7000000,tt4385888,5816211
5000000,tt3499096,24804129
33000000,tt2823054,77068246
10000000,tt0462504,7177143
18000000,tt0479537,1196307
17500000,tt0486551,19179969
12000000,tt0429591,23006849
20000000,tt0758742,27793200
15000000,tt0436697,123384128
11000000,tt0468492,88489643
1000000,tt0497116,46243000
50000000,tt0393735,61112916
32000000,tt0452624,5914908
50000000,tt0455957,9448082
3800000,tt0906665,2725258
15000000,tt0393597,109000000
2600000,tt0986264,28430000
20000000,tt0462229,10337477
9000000,tt0386032,24538513
40000000,tt0760329,103071443
20000000,tt0472071,8380329
70000000,tt0476964,69766619
20000000,tt1046163,36620508
3500000,tt0409345,1115493
37000000,tt0482603,63800345
7500000,tt1063669,19000000
20000000,tt0844286,5530764
3500000,tt1303828,44462
26000000,tt0765010,43318349
40000000,tt1186367,60462347
35000000,tt0785006,73034460
85000000,tt1230414,219103655
10000000,tt0929632,47536959
14000000,tt1288403,875386
5773100,tt1447972,18144030
24000000,tt0464154,83188165
8000000,tt1235189,3453043
30000000,tt1458175,51148651
15000000,tt1172991,4882577
32000000,tt1322312,42045846
4000000,tt1529235,65584679
25000000,tt1270761,36993168
41000000,tt1053810,7448385
9000000,tt1922612,18663238
8000000,tt1487118,1749457
25000000,tt1692486,27603069
10000000,tt1535970,610986
17000000,tt1646980,3696232
850000,tt1996264,1243961
2000000,tt1780762,58510
750000,tt1862079,4007792
10000000,tt1531901,89237
35000000,tt1413495,13785015
7500000,tt1657510,1359910
2900000,tt1763264,74918
12000000,tt1821549,17654912
12000000,tt2002718,15008161
20000000,tt1893256,8352885
8500000,tt1171222,22456509
4900000,tt1985019,2159041
25000000,tt2039393,39171130
25000000,tt2952602,129115
9000000,tt2883434,21571189
22000000,tt2980648,88880821
15000000,tt2463288,59209
5000000,tt2059171,13809
28000000,tt1698641,100654149
4000000,tt2910814,600896
20000000,tt2318092,34077920
20000000,tt2103254,100525432
35000000,tt2358925,14431253
5904067,tt3616916,12975143
25000000,tt2006295,24902723
15000000,tt3164256,3020664
35000000,tt2967224,51680201
35000000,tt3322364,50363790
100000,tt2309260,42664410
10000000,tt2473510,78096553
20000000,tt3369806,43967255
11930000,tt2910904,18340000
10000000,tt2752772,52882018
45000000,tt1711525,114501299
10500000,tt4651410,100659
13500000,tt4731008,3342697
9000000,tt4669986,8996802
4000000,tt3544112,13624522
5210000,tt4088268,5900000
35000000,tt3553442,23083334
10400000,tt5074352,310000000
15000000,tt0433442,11992014
6500000,tt0460989,22889018
23000000,tt0384793,38505009
25000000,tt0445946,5549200
17000000,tt0465142,7314027
15000000,tt0455857,66966987
65000000,tt0758794,43545364
12000000,tt0439289,6754898
6000000,tt0354899,9524340
16500000,tt0815244,13620075
20000000,tt0419887,73276047
20000000,tt0799949,86865564
38000000,tt0437954,5410749
25100000,tt1175491,29506464
90000000,tt0416236,162839667
27000000,tt1018785,44352417
12000000,tt0396707,7070330
12000000,tt1082868,40855419
15000000,tt0954990,317000
3500000,tt0902272,5231128
17000000,tt0865559,20455276
590235,tt0978762,1725381
9500000,tt1091722,17164377
18500000,tt1058017,31912793
20000000,tt1232207,17436509
16000000,tt1403981,56032889
21000000,tt1321509,49050886
22000000,tt0977855,24188922
31000000,tt1244659,15134293
50000000,tt1392197,83761844
500000,tt1470827,4242978
10000000,tt1470023,6110000
8700000,tt1465487,47355187
69000000,tt0427152,86387857
19100000,tt1270262,5728213
56000000,tt1598822,142044638
5000000,tt1675192,3099314
29000000,tt1533749,33662874
30000000,tt0881320,108609310
500000,tt1832382,24426169
19000000,tt0810922,6928068
21000000,tt1321860,970816
8000000,tt1604171,10130000
25000000,tt0999913,10324441
11500000,tt1659343,1402307
10500000,tt1764625,23000000
6400000,tt2168910,18800000
12000000,tt2215719,32726956
3730500,tt0857190,6294161
12000000,tt1621045,96070507
1000000,tt2375605,444575
5990000,tt2258337,19450000
40000000,tt1430615,24719215
12500000,tt1496422,1353868
5000000,tt1704573,9206470
6000000,tt1932767,1066471
20000000,tt1487931,27187375
19500000,tt1833673,91000000
80000000,tt1762399,126546518
32000000,tt2101473,57284237
18000000,tt2058107,22309223
35000000,tt1931435,21819348
5000000,tt2034139,15179302
1000000,tt2339741,26501323
70000000,tt1043726,61279452
13000000,tt2183034,45300000
6000000,tt2465578,5809330
17000000,tt2528814,29789000
14000000,tt2637294,12314651
10000000,tt3707106,3727746
20000000,tt2402101,208588
13000000,tt1524575,1784763
25000000,tt4824302,48418160
10000000,tt2937696,3400278
5000000,tt1540011,45172994
10000000,tt3882082,64188367
3000000,tt4034354,4210454
8000000,tt2321405,292279
5000000,tt4062536,3220371
9000000,tt4361050,81705746
29000000,tt4136084,48902953
30000000,tt0446046,34742066
13000000,tt0420609,1151330
16800000,tt0422295,2281089
25000000,tt0395495,16158487
45000000,tt0408985,38399961
20000000,tt0466342,48548426
12000000,tt0470765,5542025
6000000,tt0455612,57231524
9000000,tt0454082,21510851
45000000,tt0484740,4607608
40000000,tt0444682,62771059
4000000,tt0845046,6870249
15000000,tt1031969,8762890
12000000,tt0406759,56309766
25000000,tt0486674,6673422
18000000,tt0365675,40239
62000000,tt0811138,41819064
8376800,tt0449994,13000000
1500000,tt1226681,32000
1700000,tt1103982,1007962
15000000,tt1179891,100734718
9000000,tt1151359,985117
20000000,tt1198138,73830340
6000000,tt1174730,6670712
10000000,tt1262981,295750
12000000,tt1220888,204940
7000000,tt1106860,46488
5000000,tt1531663,2614773
20000000,tt1213012,39300000
30000000,tt1032825,102000000
30000,tt1584016,3045943
650000,tt1464580,33245
12500000,tt1194417,1083683
10000000,tt1588334,4417580
28000000,tt1633356,10126458
70000000,tt1578275,67112664
4141459,tt1860152,201607
12468389,tt1640711,29007412
24000000,tt1068242,63543328
40000000,tt0477302,55247881
36000000,tt0480687,83160734
45202,tt1687247,225861
8000000,tt1498569,163265
14000000,tt1663143,11417362
5500000,tt1854236,10016934
5000000,tt1714203,8493728
30000000,tt0383010,54819301
500000,tt2063781,376597
4437508,tt2082197,2804874
1500000,tt1758795,3566225
28000000,tt1204975,134402450
12400000,tt2358891,8371085
250000,tt2292959,56825
1000000,tt2326554,395000
22000000,tt3210686,67800064
28000000,tt1430612,68896829
12250000,tt2345737,2295423
5000000,tt3098306,12058187
2000000,tt2692904,4635300
2800000,tt3099498,1826705
26000000,tt1224378,34592118
70000000,tt2177771,154984035
65000000,tt3672840,121545703
8900000,tt3276924,4100000
19000000,tt1596345,5578519
18000000,tt3623726,41325328
12000000,tt3862750,60273173
11000000,tt2217859,161789
11000000,tt3715320,27391084
20000000,tt3231054,46069568
3200000,tt4501454,4267218
8000000,tt2091935,34694
3537415,tt4048272,1390172
75000000,tt2709768,875457937
10000000,tt1172049,1978592
50000000,tt1608290,55969000
3000000,tt3068194,14016568
16000000,tt4257926,73883359
47000000,tt0308353,38085778
9000000,tt0441796,27105095
51000000,tt0414853,72779000
14500000,tt0444182,22963701
20000000,tt0489237,47738099
12000000,tt0897361,9620399
20000000,tt0780516,6819587
6000000,tt0462244,18197398
16000000,tt0881200,34786960
9100000,tt1024943,37707444
13000000,tt0775539,75511123
70000000,tt0372873,53587404
2000000,tt0473308,22179430
15000000,tt0808279,7938872
8000000,tt0850253,908847
18000000,tt0865554,382174
19000000,tt0869994,23550000
6000000,tt1082886,2899975
6000000,tt1130988,276891
21000000,tt1027862,17600000
4000000,tt1231277,4100000
17000000,tt1176740,14899417
100000000,tt0457400,68688831
40000000,tt0450405,28169671
6500000,tt0790712,1521261
13000000,tt1123373,51723285
14000000,tt1305583,21409028
27000000,tt1456941,16504936
25000000,tt0872230,19829957
16000000,tt1265990,40492759
150000000,tt1305591,38992758
79000000,tt0810913,149673788
14000000,tt0466893,46495
25000000,tt1440345,11790979
12000000,tt1640548,972512
37000000,tt1564349,95404397
1800000,tt2125435,21107746
40000000,tt0763831,22044277
2500000,tt1945062,3003
6300000,tt1770734,419953
26350000,tt1132449,1576687
10000000,tt1922685,1034589
17000000,tt2083355,71625195
10000000,tt1126590,28883511
15000000,tt0900387,9104716
1000000,tt3177316,9318
15000000,tt1727776,14860766
1300000,tt3966404,250000
10000000,tt2555736,85978266
15000000,tt4139124,20566327
10000000,tt1472584,6272403
40000000,tt2869728,124827316
30000000,tt4383594,57814445
18000000,tt3760922,88923251
26000000,tt0417433,17496992
12000000,tt0448124,1381665
5300000,tt0439662,22175908
100000,tt0805526,10178331
150000000,tt0418279,709709780
4000000,tt0465436,46474
50000,tt0780607,249905
8000000,tt0490181,2033165
40000000,tt0889588,7400000
2000000,tt1101026,38135878
15000000,tt0964185,113221
15000000,tt1142433,6405245
5000000,tt1216496,17112713
8500000,tt0810784,4440055
18000000,tt0775489,5602431
500000,tt1612774,98017
10000000,tt1196340,55089
80000000,tt1302067,201584141
18000000,tt1321865,871279
7000000,tt1572491,3218666
4000000,tt0873886,1104682
10000000,tt1637706,17273593
8000,tt1714210,484592
10831173,tt1606392,10654385
8000000,tt1602098,5634828
300000,tt1954701,2750275
6000000,tt1840417,13231461
19700000,tt2368672,30000000
25000000,tt1322269,74188937
23000000,tt1291580,15600000
19800000,tt1371150,41296320
6600000,tt2452254,1851517
6700000,tt1969062,1430655
20000000,tt1810683,6485961
1000000,tt3808342,1777043
18000000,tt4057376,1776333
700000,tt4129870,200242
20000000,tt4667094,21164799
40000000,tt2513074,30930984
4000000,tt1878841,10898293
6000000,tt1620935,6174491
10300000,tt3794028,47748
2200000,tt0405508,11502151
10000000,tt0398842,615752
2500000,tt0961043,7086000
15000000,tt0484111,20380
12000000,tt0435528,5285197
7000000,tt0858479,10569964
4000000,tt0795441,530048
9100000,tt1166100,76000000
40000000,tt0469903,9793496
23000000,tt1179258,9366227
5000000,tt1244668,17872796
16000000,tt1153040,11301649
40000000,tt1129445,19258519
15000000,tt1294213,5024782
10000000,tt1369706,498974
1950000,tt1595366,12005838
11000000,tt2076251,12935800
8000000,tt2025526,49000000
1000000,tt1630036,34522221
6000000,tt1582271,5206
25496629,tt1794850,40924982
9000000,tt1440732,8303261
103000,tt2299842,3623330
33000000,tt1981107,9494789
12700000,tt2319580,3430018
9600000,tt3859076,2541554
5000000,tt3614530,2333684
38000000,tt2909116,123205624
6000000,tt3722070,41387687
10400000,tt4832640,102000000
20000000,tt2865120,8821329
10000000,tt1389139,30658387
4000000,tt0454987,4630045
25000000,tt0462338,11772461
5000000,tt0937237,782102
5940000,tt1075114,4250000
33000000,tt1149361,14000000
150000000,tt1055369,836297228
4000000,tt1588337,41424067
8000000,tt1431181,18124262
30000,tt1049402,617000
40000000,tt1701210,5446000
5650000,tt1700258,43000000
10000000,tt1656192,10759
250000,tt2112999,1000000
30000000,tt1535438,114281051
1000000,tt1560985,101758490
27563396,tt2076176,29193330
8000000,tt1602472,1653792
17000000,tt1433822,9627492
18000000,tt1967545,20275812
100000,tt2084989,444098
18000000,tt2172935,7972967
25000000,tt1647668,38307627
22000000,tt2372222,55000000
12500000,tt1826590,49002684
5500000,tt2870708,5483299
40000000,tt3781476,385284817
3300000,tt2918436,64110728
3000000,tt3832914,67790117
14000000,tt3863552,98000000
37000000,tt4276752,278300000
2000000,tt3268668,2801508
3500000,tt4853102,3775000
3500000,tt3859304,615816
8000000,tt0479647,12671300
1000000,tt0489037,1678874
5000000,tt0425601,3833507
5000000,tt0914797,4040588
23000000,tt1403130,5837674
12000000,tt1235796,1644755
25000000,tt1183251,4388563
90000000,tt1041804,16178959
10000000,tt1668200,17511906
20000000,tt1486193,17479
25000000,tt1507563,432274
1400000,tt1954470,4100000
4000000,tt2383068,9221
18000000,tt2112124,62000000
9500000,tt2170299,7800000
7000000,tt2737050,6860853
5000000,tt3014666,10429707
200000,tt2235779,17834867
3300000,tt4629032,5249225
1400000,tt4285496,1320005
26000000,tt4535650,61000000
10000000,tt2325977,17472
5000000,tt3791302,26144
100000,tt3824458,702354
16000000,tt3495026,29251596
8500000,tt4981636,19985196
762241,tt5221584,285930
20000000,tt3628584,55030051
5000000,tt3216348,6341855
8000000,tt0437800,18948425
20000000,tt0466856,21170563
2000000,tt0853096,167000
500000,tt1129423,33456317
15000000,tt0974613,1143856
2500000,tt0804529,107559
11000000,tt1167599,32000000
65000,tt1570989,416498
4600000,tt1514041,1163967
15000000,tt1555064,20529194
5000000,tt1541160,3142154
195000000,tt1399103,1123746996
6453637,tt1934234,1800000
2500000,tt2243537,60141683
16000000,tt1951181,5867686
15000000,tt1758595,21766271
7000000,tt2224004,6147
7000000,tt3125324,14618727
6000000,tt2355495,15071
15000000,tt2247476,30127963
12000000,tt1929263,101332962
18000000,tt2465146,25312387
447524,tt3534602,771317
5000000,tt4429194,6700000
60000000,tt2822672,9420546
17000000,tt4649416,42487325
15000000,tt4341582,10367161
18000000,tt1594972,17062499
25000000,tt1974420,3885342
25000000,tt2140037,1397284
11000000,tt0441048,46396427
1380000,tt0458242,1615018
45000000,tt0432021,148412065
10000000,tt0499554,20342161
6000000,tt0887971,391410
36500000,tt0972558,21834845
3000000,tt1247704,18097
26400000,tt1305797,62000000
25000000,tt1272051,6500000
12500000,tt0473102,3878993
30000000,tt1772230,108348
4000000,tt1613062,253899
17000,tt1242599,101236
7000000,tt2243621,12400000
8000000,tt2131698,42330
6843500,tt2550838,10703234
28000000,tt1702439,97594140
5000000,tt2243389,11724119
5500000,tt2378281,99067206
35000000,tt3331846,83061158
2200000,tt2844798,282358
8500000,tt4196450,15861566
3800000,tt3714720,1016985
4000000,tt0464049,13401952
2000000,tt0473709,265198
8000000,tt0360323,143451
8000000,tt0466816,60641
5200000,tt0879843,14723313
2300000,tt1093370,4600000
12000000,tt1124052,10652498
4317946,tt1440266,14624826
11000000,tt1605769,807535
3550000,tt1937339,48000000
6000000,tt1756415,35000000
