,country,imdb_rating,imdb_votes,language,production,released_on_weekend,released_on_dump_month,runtime,year,budget,revenue,actor_popularity,director_popularity,action,adventure,animation,biography,comedy,crime,drama,family,fantasy,mystery,romance,thriller,other_genre,G,NC-17,PG,PG-13,R,TV-14,TV-MA,TV-PG,UNRATED
385,1,6.8,10.877764133608936,1,206,1,1,122,2007,18.064005800013632,18.060666215518072,13.73064,1.011448,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
386,1,4.0,10.946992264136675,1,701,1,1,102,2007,17.909855120186375,18.376453029462702,17.17174,1.9935509999999999,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
387,1,5.9,11.090232811195438,1,210,1,0,96,2007,16.811242831518264,18.248073830833597,16.507019999999994,1.0003360000000001,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
388,1,6.8,11.990165349255582,1,155,1,0,98,2010,18.420680743952367,18.938315925960286,20.765998000000003,2.209746,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
389,1,6.9,11.383920953398004,1,206,1,1,129,2011,17.50439001207821,17.827340544685466,22.081534,1.014853,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
390,1,5.0,6.561030665896573,1,149,0,0,108,2006,15.424948470398375,15.181533586963038,4.034343999999999,1.00224,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
391,2,6.4,12.461489757394679,3,155,1,1,108,2006,18.51599092375669,20.168977305697865,20.933852,1.802302,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
392,1,8.1,13.435963165359896,2,701,0,0,122,2007,17.034386382832476,18.960676745018137,27.750924,2.8135190000000003,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
393,1,6.8,12.218865467328927,1,701,1,0,123,2008,17.37085861945369,18.061476876408804,22.317780000000006,1.173118,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
394,1,7.2,11.049158348190272,1,206,1,1,121,2007,16.951004773893423,17.20131642903396,31.323590999999997,2.668784,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
395,1,6.8,11.896696958993138,1,57,0,0,139,2011,17.281246460764002,17.816902968048304,27.155945000000003,1.7751560000000002,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
396,1,7.0,12.658488131199706,1,163,1,0,129,2007,17.216707939626428,19.20493162401604,18.721955,3.8078540000000003,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
397,1,7.3,12.876692991508508,1,701,1,0,117,2015,18.683045008419857,20.068015349180737,19.485417,1.2836319999999999,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
398,1,7.2,12.075286053919031,2,21,0,1,102,2006,16.99356438831222,18.863577350138108,15.321714000000002,9.969602,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
399,1,6.9,8.513185170018698,1,701,1,0,81,2006,13.815510557964274,8.882114044208821,6.807625,1.004652,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
400,1,6.7,10.167389096322506,1,701,1,0,115,2006,16.70588231586044,13.99474986951695,25.477273,2.2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
401,1,7.0,9.184304357425342,2,701,1,1,116,2006,15.89495209964411,16.354850151611576,6.185298,1.01512,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
402,1,7.5,9.457590998633625,3,701,1,0,188,2007,16.300417207752275,16.759949537130716,8.566491000000001,1.0423360000000002,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
403,1,7.0,12.250142161140902,3,102,1,1,88,2006,16.300417207752275,17.575105688683827,23.283059000000005,1.9394935000000002,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
404,1,6.7,11.99984766465466,2,127,1,0,89,2008,18.82614585206053,20.218919765467724,18.974682,2.179252,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
405,1,5.4,11.296248460401893,2,32,1,1,95,2011,17.50439001207821,18.29398309090641,14.361884,1.000001,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
406,1,7.7,11.55484445756801,1,60,1,0,101,2006,14.682611045647658,15.91678012541571,7.617141,1.007188,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
407,1,5.7,9.379576689221482,1,701,1,0,97,2011,16.523560759066484,15.347500310639232,6.549165,1.063365,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
408,1,6.8,11.40743160708939,1,20,1,0,98,2007,17.034386382832476,18.040559631360594,16.519991,1.000178,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
409,1,7.2,13.275796657104499,1,206,1,1,101,2007,18.82614585206053,20.187718825592718,25.126953,2.565295,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
410,1,6.4,11.274452516530994,1,206,1,0,97,2010,17.034386382832476,16.9759094530735,38.792635,1.000002,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
411,1,7.2,10.757434685999781,1,46,1,0,92,2007,14.77102200299171,13.22347126343721,6.256240999999998,1.023013,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
412,1,5.9,11.595141194535971,1,206,1,1,105,2011,17.399029496420383,18.23628584727396,16.358854,1.6634080000000002,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
413,1,6.3,11.041320554357519,1,206,1,0,104,2007,17.14771506813948,18.343811038644994,15.411162,1.0108,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
414,2,6.4,12.072586966146499,2,27,1,1,98,2007,17.216707939626428,18.16665025193606,22.115152,1.312938,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
415,1,7.2,12.006102260349081,1,155,1,0,98,2013,18.720785336402702,20.18742821825961,27.054589,1.3966935,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
416,1,6.6,11.689513952416316,3,206,1,0,104,2008,16.300417207752275,17.58811339160704,15.031149999999998,1.125165,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
417,3,6.3,10.454696674696999,1,701,0,1,95,2006,16.556350581889475,15.815020239993371,8.008560000000001,1.0009700000000001,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
418,3,7.0,10.13396415121713,1,21,1,0,88,2006,17.216707939626428,17.37309158167972,12.716309,1.012484,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
419,2,8.5,13.75947022472155,1,20,1,0,130,2006,17.50439001207821,18.513043958444083,28.516657000000002,5.095171,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
420,2,6.7,10.91670533818729,2,27,1,0,130,2008,17.216707939626428,17.254271125994702,18.293123,1.042837,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
421,1,4.5,9.151863442217207,1,155,1,0,81,2008,17.4264284706085,17.971269155823908,14.996501,1.000175,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
422,1,6.2,11.508525800625542,1,163,1,0,86,2008,16.012735135300492,18.22698852551284,14.476517,1.000056,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
423,4,6.0,11.092153807044676,1,163,1,0,105,2008,17.216707939626428,16.91611739912246,4.402483999999999,1.049603,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
424,1,6.2,10.278080996977206,1,163,1,0,115,2006,16.811242831518264,17.534862183478886,20.467744,3.328126,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
425,1,6.4,8.54849804124465,1,701,1,1,110,2007,15.201804919084164,12.718632764189822,11.911612,1.59056,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
426,3,5.9,8.954931860074698,2,701,1,1,93,2007,16.523560759066484,9.922309306776716,11.298739999999999,1.0000799999999999,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
427,1,6.4,9.913239843978806,1,27,1,0,139,2007,17.622173047734595,15.343219408294809,16.109970999999998,3.5104029999999997,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
428,6,7.9,12.064635801289658,2,46,0,1,141,2009,17.665658159674333,15.081671655053414,15.746626000000001,1.004514,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
429,1,5.9,10.314537038938193,3,155,1,1,125,2012,17.875953568510692,17.7348145326878,12.305463,1.010173,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
430,1,6.3,10.954081878810257,2,206,1,1,110,2006,16.67771143889374,16.769377011151317,7.883305999999998,1.000543,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
431,3,5.6,12.319575422825144,4,155,1,0,92,2007,18.683045008419857,19.482102502317336,29.961903999999997,1.056178,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
432,1,5.6,10.430786738995007,1,206,1,0,116,2007,18.420680743952367,18.398827174711855,18.930055,1.1402379999999999,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
433,3,7.7,12.322330073594427,1,127,1,1,127,2007,18.064005800013632,18.724925096500098,9.83728,1.6957400000000002,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
434,1,5.7,10.108589325349573,3,46,1,0,104,2008,17.034386382832476,15.713643329808258,27.837859,3.328126,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
435,1,6.9,12.190116012905913,2,701,1,0,105,2007,16.811242831518264,18.5841603508518,19.982913,2.133244,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
436,1,7.8,9.41987169587053,2,210,0,1,159,2007,15.201804919084164,15.835394884508917,4.667388,1.09869,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
437,1,7.7,9.355479137642421,1,210,1,1,92,2006,13.815510557964274,14.333633888574239,10.916565,1.000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
438,2,6.1,12.458421538567865,4,155,0,1,88,2008,18.258161814454592,19.219228776356623,15.437783,2.187425,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
439,1,6.3,10.001249270318624,1,701,1,0,84,2007,14.22097566607244,12.061428303616365,7.992033999999999,3.750414,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
440,1,6.2,10.843025951129974,2,149,1,1,105,2007,16.811242831518264,17.681240358224564,20.078116,1.0444765,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
441,1,3.1,8.006367567650246,1,701,1,0,80,2006,14.914122846632385,14.187036182642874,6.081144999999999,1.000245,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
442,2,6.2,11.935463989267681,1,102,1,0,108,2006,16.11809565095832,18.914625575501677,9.714906999999998,1.000241,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
443,1,6.5,9.822982237876477,1,127,1,0,112,2008,17.034386382832476,16.23206074085981,19.074835,1.00003,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
444,2,2.6,7.560080465021827,1,701,1,0,180,2008,16.811242831518264,15.424948470398375,8.620007000000001,1.0000069999999999,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
445,2,5.2,10.097902357017466,1,46,1,0,111,2008,15.89495209964411,14.52510425016316,12.702261,1.000037,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
446,1,7.5,11.37366339763672,1,210,1,0,124,2007,16.811242831518264,16.916607207168642,24.53235,2.1594830000000003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
447,3,7.2,11.060101418000894,3,127,1,1,161,2016,17.64415195445337,16.982567603033225,22.445717,8.662091,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
448,1,5.9,10.843533872764679,1,206,1,0,112,2011,17.37085861945369,17.90821899913665,14.072726999999999,1.001951,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
449,2,3.8,9.494842393421333,1,701,1,0,92,2010,17.37085861945369,17.487756870152484,6.861903000000001,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
450,1,6.4,9.190341725469493,1,127,1,1,85,2006,11.27720313144916,12.409013489526863,8.123795999999999,1.511816,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
451,1,6.2,10.780434363667258,1,20,1,1,110,2007,16.90655301132259,18.811915363922097,21.003137,1.211392,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
452,1,7.1,10.994235666147436,1,127,1,1,92,2006,16.213405830762646,18.10293405282214,8.388625,1.0162200000000001,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
453,2,6.7,12.66989785257286,1,163,1,0,110,2008,18.132998671500584,19.369516138277582,33.688412,1.005291,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
454,3,6.1,11.074404998787708,1,206,1,1,106,2008,17.909855120186375,17.867128083057526,10.714159,1.00111,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
455,1,5.4,9.346268889200427,1,163,1,1,114,2008,17.37085861945369,17.59173182405152,12.377394,1.613019,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
456,1,6.5,10.171068953280907,1,149,1,0,115,2006,16.90655301132259,18.03501826314038,7.514048,1.000001,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
457,1,5.6,7.867871490396322,1,701,1,1,87,2007,13.815510557964274,9.824390231177425,7.187308,1.000006,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
458,1,6.9,12.526538895627722,3,206,1,0,122,2007,18.258161814454592,19.556308187111288,33.249607,4.0999300000000005,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
459,1,7.5,11.197735153101846,1,127,1,0,96,2006,13.815510557964274,17.649420659116586,4.1627730000000005,1.608,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
460,2,7.1,12.273516317627195,2,80,1,1,96,2008,16.523560759066484,18.384106506590737,21.911022,5.495280999999999,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
461,5,5.5,11.227414367579149,4,102,1,0,94,2007,16.1378982782545,17.38840438823397,11.625689999999999,2.617624,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
462,1,7.9,11.842826156208403,2,206,1,1,141,2006,16.759949537130716,18.04486998691887,4.842279,7.976774000000001,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
463,1,6.9,11.236710723959341,2,701,1,0,117,2007,16.860032995687696,17.821513513378694,10.871328,1.162472,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
464,1,7.8,9.76036747794131,1,701,1,1,166,2007,15.363073066680286,17.24949776244942,9.760985,1.001197,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
465,4,6.6,12.003840175577338,1,78,1,0,150,2008,19.231610960168695,19.854934955579065,15.328354,2.09191,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
466,2,7.8,13.772988160244232,2,155,1,1,162,2009,19.283570699099407,21.748577807169436,25.297704,4.23765,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
467,1,5.9,10.109077944602749,1,155,1,1,84,2007,16.11809565095832,16.828206186795683,11.996781,3.0598799999999997,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
468,2,6.3,11.248021979407786,4,27,1,1,103,2007,17.034386382832476,17.51564253926005,23.944228000000006,1.004817,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
469,1,4.7,11.51764431367017,1,155,0,1,94,2007,17.50439001207821,17.548336703643894,7.170033,1.004226,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
470,1,7.9,10.128469413123979,1,149,1,0,126,2006,16.811242831518264,17.140301944423804,5.1810209999999985,2.0897900000000003,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
471,1,5.6,11.30210566334485,2,206,1,1,97,2009,16.759949537130716,18.330526808840833,17.370823,1.039045,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
472,1,6.7,11.951806006617796,1,155,0,0,112,2010,17.216707939626428,18.448490522397503,29.83557,3.284621,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
473,1,8.1,13.067286090634047,2,127,1,0,148,2007,16.523560759066484,17.845408008204192,17.237000000000002,4.416841000000001,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
474,1,6.5,11.368512222048702,1,206,0,1,96,2007,17.50439001207821,18.798407489545973,10.641416,2.6064540000000003,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
475,2,7.1,12.135296041280258,2,206,1,0,128,2008,18.064005800013632,18.545374053022304,21.86039,5.085380000000001,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
476,1,7.1,10.825442214034721,1,206,1,1,131,2006,17.98989782785991,17.589313803242714,18.100438,2.354661,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
477,3,6.5,10.425905722337927,1,149,0,1,112,2007,17.50439001207821,18.450932927109015,8.125941000000001,1.004536,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
478,1,6.0,11.746233185658658,1,163,1,0,115,2007,18.258161814454592,19.041645403640818,21.671364,2.240691,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
479,2,5.3,10.428807622452572,1,206,0,0,91,2007,17.37085861945369,18.05405970115151,19.980364,1.581572,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
480,3,6.1,10.689692377847104,2,210,1,0,91,2009,18.064005800013632,18.4689542508679,28.838389000000003,1.8385266666666664,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
481,1,5.9,10.41885285634415,1,127,1,0,91,2012,17.50439001207821,16.90856357968385,11.440609,1.9935509999999999,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
482,1,7.1,11.465613707418978,1,102,1,1,105,2009,17.073607095985757,17.584086867644107,28.330138,1.03264,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
483,4,6.7,10.75286895512671,1,80,0,0,95,2007,16.11809565095832,16.896811994016357,7.814770999999999,3.380495,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
484,2,7.8,12.748632373754255,1,163,1,0,157,2007,18.420680743952367,19.40075359971781,23.446622,5.085380000000001,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
485,3,7.7,12.218045681810008,5,50,1,1,100,2007,17.757092365633966,17.824884495807538,5.473044,2.748704,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
486,2,5.9,9.995428426234485,1,80,1,1,89,2013,17.50439001207821,18.127619469500587,11.152842,1.12,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
487,1,4.9,10.422281345951296,1,155,1,0,90,2008,17.909855120186375,17.74045134838134,17.972088000000007,1.9935509999999999,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
489,1,6.1,11.0584329145444,1,155,1,1,106,2011,16.811242831518264,17.230811219196447,22.175833000000004,1.837089,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
490,1,5.7,11.071112712491193,1,206,1,1,112,2008,18.064005800013632,18.5271200465103,19.544989,1.00476,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
491,2,5.5,9.564652526725727,1,149,1,0,90,2007,16.213405830762646,16.39544287739045,14.975257999999998,3.4073050000000005,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
492,3,7.1,13.292888967873973,1,206,1,0,143,2013,19.231610960168695,20.31205251647548,67.25801700000001,6.977275,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
493,2,7.5,10.308152340473523,3,210,1,1,80,2010,16.70588231586044,15.53871116865099,4.008684,1.0000200000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
494,1,5.3,9.916847904237965,1,701,1,1,109,2007,16.38045991542581,18.139790527871376,7.622414999999999,1.000002,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
495,2,5.4,9.797293356129725,1,155,1,0,86,2009,17.622173047734595,17.873900704205216,10.67971,1.000063,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
496,1,5.5,8.74257423767064,1,102,0,1,100,2007,16.11809565095832,17.268960135787356,17.218958999999998,7.39077,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
497,1,7.8,13.075998968709667,2,701,1,1,100,2011,16.523560759066484,18.17292202236155,20.794022000000002,2.229755,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
498,2,6.8,9.926764529440621,1,46,1,0,108,2007,16.811242831518264,15.735309470801234,16.725754000000002,1.006117,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
499,1,7.1,11.49518910147993,2,78,1,1,97,2009,18.469470908121796,19.402930606170834,8.933681,2.267425,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
500,2,7.9,12.70679338650046,1,50,1,1,107,2008,16.523560759066484,17.357448620272294,4.400402,1.121642,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
501,1,7.3,11.77608172341998,1,21,1,0,120,2007,16.811242831518264,17.544506069483482,16.544905999999994,1.002394,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
502,1,6.1,9.84665261578359,1,46,1,0,103,2007,10.819778284410283,12.428836124626088,4.164753,1.0146663333333332,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
503,3,7.8,12.246821037341816,2,50,1,1,123,2007,17.216707939626428,18.67738332668889,10.269445,1.626833,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
504,2,5.4,9.789366553431428,1,701,1,1,100,2009,17.37085861945369,18.106441942524373,12.703146,2.15829,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
505,1,6.2,10.177590342447465,1,46,0,1,98,2008,15.955576721460545,16.005672811249283,7.748808,2.3649465000000003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
506,1,6.8,10.75301863171864,1,50,1,1,96,2014,17.909855120186375,18.50000722596676,18.548478,1.0001395,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
507,1,6.3,9.81290617430489,1,701,0,0,93,2007,15.424948470398375,12.755903574635465,24.132652,1.0792785,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
508,1,5.9,11.064182223500781,2,206,1,0,100,2013,17.216707939626428,17.127435134808035,28.10342,1.6583869999999998,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
509,1,8.0,12.805150875641822,2,50,1,0,117,2013,15.424948470398375,17.826442441924097,20.816110000000002,2.0897900000000003,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
510,3,6.2,11.42721505953182,1,20,1,1,110,2008,17.37085861945369,18.098220031847397,12.839732000000001,1.8305,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
511,1,7.1,10.339417201448112,2,701,1,1,113,2009,15.687312734865866,14.235050154153376,20.226249,1.026513,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
512,1,7.0,12.462012471259467,1,127,1,1,130,2012,17.909855120186375,19.201566763920315,52.334569,2.715801,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
513,1,5.6,11.510682952417449,1,163,1,0,96,2013,18.683045008419857,17.936959456378382,30.242437,2.3488759999999997,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
514,2,6.2,11.094223130080044,1,127,1,0,109,2009,17.111347423968603,17.182806387950748,18.082394,1.000494,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
515,3,6.4,11.967777384615205,2,163,1,0,108,2008,17.7667542765457,20.228709869951327,20.252414,1.001191,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
516,2,7.0,9.29228895462335,3,210,0,0,103,2008,15.201804919084164,13.180722847465184,5.6915460000000015,1.005036,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
517,1,3.5,10.90930815400003,3,80,1,0,86,2013,16.811242831518264,18.17706332611132,10.030014999999999,1.3654215,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
518,2,8.0,13.187113126231761,1,701,1,0,127,2009,18.82614585206053,19.77051972446006,18.053819,4.043623,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
519,1,6.5,9.720405706795765,1,60,1,0,93,2007,15.201804919084164,14.70210509015829,16.34928,2.096924,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
520,1,2.3,11.446240642174232,1,155,1,1,86,2007,16.811242831518264,18.279872240122767,15.038115,1.0000905,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
521,1,7.2,12.349761649503977,4,163,1,0,111,2008,17.216707939626428,18.471118264770148,21.568932,1.811121,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
