,Unnamed: 0,budget,imdb_id,revenue,Actors,Country,Director,Genre,IMDB Rating,IMDB Votes,Language,Production,Rated,Released,Runtime,Title,Year,imdbID
,1846,6600000,tt2452254,1851517,"Juliette Binoche, Kristen Stewart, Chlo? Grace Moretz, Lars Eidinger","France, Germany, Switzerland",Olivier Assayas,Drama,6.8,"21,712","English, French, German, Swiss German",,R,20-Aug-14,124 min,Clouds of Sils Maria,2014,tt2452254
,1847,6700000,tt1969062,1430655,"Mark Ruffalo, Zoe Saldana, Imogene Wolodarsky, Ashley Aufderheide",USA,Maya Forbes,"Comedy, Drama, Romance",7,"12,512",English,,R,19-Jun-15,90 min,Infinitely Polar Bear,2014,tt1969062
,1848,20000000,tt1810683,6485961,"Michael Rapaport, Emily Watson, Kevin James, Ted Levine","Mexico, USA",Alejandro Monteverde,"Drama, History, War",7.4,"19,197",English,,PG-13,24-Apr-15,106 min,Little Boy,2015,tt1810683
,1849,1000000,tt3808342,1777043,"G?za R?hrig, Levente Moln?r, Urs Rechn, Todd Charmont",Hungary,L?szl? Nemes,"Drama, War",7.5,"32,577","Hungarian, Yiddish, German, Russian, Polish, French, Greek, Slovak, Hebrew",,R,11-Jun-15,107 min,Son of Saul,2015,tt3808342
,1850,18000000,tt4057376,1776333,"Ieva Andrejevaite, Alyona Chekhova, Vyacheslav Chepurchenko, Darya Dubnikova",Russia,Indar Dzhendubaev,"Adventure, Fantasy, Romance",6.6,"1,505",Russian,,NOT RATED,3-Dec-15,110 min,I am Dragon,2015,tt4057376
,1851,700000,tt4129870,200242,"Morgan Saylor, Brian Marc, Justin Bartha, Chris Noth",USA,Elizabeth Wood,Drama,5.8,"5,248",English,,UNRATED,1-Dec-16,88 min,White Girl,2016,tt4129870
,1852,20000000,tt4667094,21164799,"Marlon Wayans, Kali Hawk, Fred Willard, Mike Epps",USA,Michael Tiddes,Comedy,3.5,"14,165",English,,R,29-Jan-16,92 min,Fifty Shades of Black,2016,tt4667094
,1853,40000000,tt2513074,30930984,"Joe Alwyn, Garrett Hedlund, Arturo Castro, Mason Lee","UK, China, USA",Ang Lee,"Drama, War",6.3,"15,107",English,,R,18-Nov-16,113 min,Billy Lynn's Long Halftime Walk,2016,tt2513074
,1854,4000000,tt1878841,10898293,"Kevin Bacon, Radha Mitchell, David Mazouz, Lucy Fry",USA,Greg McLean,"Horror, Thriller",4.4,"9,764",English,,PG-13,13-May-16,92 min,The Darkness,2016,tt1878841
,1855,6000000,tt1620935,6174491,"Miles Teller, Aaron Eckhart, Katey Sagal, Ciar?n Hinds",USA,Ben Younger,"Biography, Drama, Sport",6.8,"15,426","English, French",,R,18-Nov-16,117 min,Bleed for This,2016,tt1620935
,1856,10300000,tt3794028,47748,"Marion Cotillard, Louis Garrel, Alex Brendem?hl, Brigitte Ro?an","France, Belgium, Canada",Nicole Garcia,"Drama, Romance",6.7,"2,694","French, Spanish, German",,R,28-Jul-17,120 min,From the Land of the Moon,2016,tt3794028
,1857,2200000,tt0405508,11502151,"Aamir Khan, Siddharth, Sharman Joshi, Kunal Kapoor",India,Rakeysh Omprakash Mehra,"Comedy, Drama, History",8.3,"84,554","Hindi, Panjabi, English",,NOT RATED,26-Jan-06,157 min,Rang De Basanti,2006,tt0405508
,1858,10000000,tt0398842,615752,"Matthew Settle, Thomas Kretschmann, Sarah Wayne Callies, Annabeth Gish",USA,Armand Mastroianni,"Adventure, Drama",4.9,"3,179",English,,PG,20-Jul-06,99 min,The Celestine Prophecy,2006,tt0398842
,1859,2500000,tt0961043,7086000,"Cristiana Capotondi, Nicolas Vaporidis, Giulia Steigerwalt, Niccol? Senni",Italy,Volfango De Biasi,Comedy,4.9,780,Italian,,N/A,9-Nov-07,107 min,Come tu mi vuoi,2007,tt0961043
,1860,15000000,tt0484111,20380,"Keith Allen, Steffan Boje, Pen?lope Cruz, Danny DeVito","UK, Germany, USA",Jake Paltrow,"Comedy, Drama, Fantasy",5.9,"7,746","English, Italian",,R,18-Jan-08,93 min,The Good Night,2007,tt0484111
,1861,12000000,tt0435528,5285197,"Jennifer Shirley, Blake Woodruff, Michael Rooker, Josh Holloway","USA, Canada",Stewart Hendler,"Crime, Drama, Horror",5.8,"8,215",English,,R,16-May-07,94 min,Whisper,2007,tt0435528
,1862,7000000,tt0858479,10569964,"Dennis Quaid, Sarah Jessica Parker, Thomas Haden Church, Ellen Page",USA,Noam Murro,"Comedy, Drama, Romance",6.2,"21,275","English, Spanish",,R,11-Apr-08,95 min,Smart People,2008,tt0858479
,1863,4000000,tt0795441,530048,"Martijn Lakemeier, Yorick van Wageningen, Jamie Campbell Bower, Raymond Thiry","Netherlands, Belgium",Martin Koolhoven,"Drama, History, War",7,"10,854","Dutch, English, German",,R,27-Nov-08,103 min,Oorlogswinter,2008,tt0795441
,1864,9100000,tt1166100,76000000,"Aamir Khan, Asin, Jiah Khan, Tinnu Anand",India,A.R. Murugadoss,"Action, Drama, Mystery",7.3,"44,924","Hindi, Urdu",,N/A,25-Dec-08,183 min,Ghajini,2008,tt1166100
,1865,40000000,tt0469903,9793496,"Rob Brown, Dennis Quaid, Darrin Dewitt Henson, Omar Benson Miller","USA, Germany",Gary Fleder,"Biography, Drama, Sport",7.3,"17,546",English,,PG,10-Oct-08,130 min,The Express,2008,tt0469903
,1866,23000000,tt1179258,9366227,"Michelle Pfeiffer, Frances Tomelty, Tom Burke, Rupert Friend","UK, France, Germany",Stephen Frears,"Comedy, Drama, Romance",6.2,"9,388","English, French, Latin, Italian",,R,17-Jul-09,86 min,Ch?ri,2009,tt1179258
,1867,5000000,tt1244668,17872796,"Adam Bousdoukos, Moritz Bleibtreu, Pheline Roggan, Anna Bederke","Germany, France, Italy",Fatih Akin,"Comedy, Drama",7.3,"31,187","German, Greek, Spanish, Turkish, English",,N/A,25-Dec-09,99 min,Soul Kitchen,2009,tt1244668
,1868,16000000,tt1153040,11301649,"Ji-won Ha, Kyoung-gu Sul, Nicole Dionne, Ye-won Kang",South Korea,JK Youn,"Action, Comedy, Drama",5.7,"3,015","Korean, English",,R,22-Jul-09,120 min,Tidal Wave,2009,tt1153040
,1869,40000000,tt1129445,19258519,"Hilary Swank, Richard Gere, Ewan McGregor, Christopher Eccleston","USA, Canada",Mira Nair,"Adventure, Biography, Drama",5.8,"10,635",English,,PG,23-Oct-09,111 min,Amelia,2009,tt1129445
,1870,15000000,tt1294213,5024782,"Michael Douglas, Susan Sarandon, Danny DeVito, Mary-Louise Parker",USA,"Brian Koppelman, David Levien","Comedy, Drama, Romance",6.4,"14,070","English, Spanish",,R,25-Jun-10,90 min,Solitary Man,2009,tt1294213
,1871,10000000,tt1369706,498974,"Amber Heard, Mamie Gummer, Danielle Panabaker, Laura-Leigh Claire",USA,John Carpenter,"Horror, Mystery, Thriller",5.6,"35,944",English,,R,8-Jul-11,89 min,The Ward,2010,tt1369706
,1872,1950000,tt1595366,12005838,"Leonid Barats, Aleksandr Demidov, Kamil Larin, Rostislav Khait",Russia,Dmitriy Dyachenko,Comedy,7.6,"4,015","Russian, Ukrainian, English",,N/A,4-Mar-10,93 min,What Men Talk About,2010,tt1595366
,1873,11000000,tt2076251,12935800,"Fabio De Luigi, Cristiana Capotondi, Monica Guerritore, Antonio Catania",Italy,Alessandro Genovesi,Comedy,5.7,858,Italian,,N/A,28-Oct-11,93 min,The Worst Week of My Life,2011,tt2076251
,1874,8000000,tt2025526,49000000,"Hae-il Park, Seung-ryong Ryu, Mu-Yeol Kim, Chae-won Moon",South Korea,Han-min Kim,"Action, History",7.2,"9,335",Korean,,R,10-Aug-11,122 min,War of the Arrows,2011,tt2025526
,1875,1000000,tt1630036,34522221,"Ken Bevel, Alex Kendrick, Kevin Downes, Renee Jewell",USA,Alex Kendrick,Drama,7,"16,448",English,,PG-13,30-Sep-11,129 min,Courageous,2011,tt1630036
,1876,6000000,tt1582271,5206,"Orlando Bloom, Riley Keough, Taraji P. Henson, Rob Morrow",USA,Lance Daly,"Drama, Thriller",5.6,"5,544",English,,PG-13,31-Aug-12,93 min,The Good Doctor,2011,tt1582271
,1877,25496629,tt1794850,40924982,"Richard Anconina, Jos? Garcia, Bruno Solo, Vincent Elbaz",France,Thomas Gilou,Comedy,5.2,"1,330","French, Mandarin, English, Hebrew",,N/A,1-Feb-12,112 min,La v?rit? si je mens! 3,2012,tt1794850
,1878,9000000,tt1440732,8303261,"Robert Pattinson, Uma Thurman, Kristin Scott Thomas, Christina Ricci","UK, Italy","Declan Donnellan, Nick Ormerod","Drama, History, Romance",5.4,"16,227",English,,R,9-Mar-12,102 min,Bel Ami,2012,tt1440732
,1879,103000,tt2299842,3623330,"Min-soo Jo, Jung-Jin Lee, Ki-Hong Woo, Eunjin Kang",South Korea,Ki-duk Kim,"Crime, Drama",7.2,"10,165",Korean,,NOT RATED,6-Sep-12,104 min,Pieta,2012,tt2299842
,1880,33000000,tt1981107,9494789,"Helena Bonham Carter, Judy Davis, Callum Keith Rennie, Kyle Catlett","France, Australia, Canada",Jean-Pierre Jeunet,"Action, Adventure, Comedy",7.1,"13,532",English,,PG,31-Jul-15,105 min,The Young and Prodigious T.S. Spivet,2013,tt1981107
,1881,12700000,tt2319580,3430018,"Percy Hynes White, Sean Panting, Crystal Dawn Parsons, Brendan Gleeson",Canada,Don McKellar,Comedy,7,"13,009",English,,PG-13,30-May-14,113 min,The Grand Seduction,2013,tt2319580
,1882,9600000,tt3859076,2541554,"Cate Blanchett, Robert Redford, Topher Grace, Dennis Quaid","Australia, USA",James Vanderbilt,"Biography, Drama, History",6.8,"14,714",English,,R,30-Oct-15,125 min,Truth,2015,tt3859076
,1883,5000000,tt3614530,2333684,"Aubrey Peeples, Stefanie Scott, Aurora Perrineau, Hayley Kiyoko",USA,Jon M. Chu,"Adventure, Drama, Fantasy",4.1,"5,675",English,,PG,23-Oct-15,118 min,Jem and the Holograms,2015,tt3614530
,1884,38000000,tt2909116,123205624,"Shaofeng Feng, Shawn Dou, Ankhnyam Ragchaa, Zhusheng Yin","China, France",Jean-Jacques Annaud,Adventure,6.7,"4,379","Mandarin, Mongolian",,PG-13,19-Feb-15,121 min,Wolf Totem,2015,tt2909116
,1885,6000000,tt3722070,41387687,"Maggie Smith, Jim Broadbent, Clare Hammond, George Fenton",UK,Nicholas Hytner,"Biography, Comedy, Drama",6.7,"18,132","English, French",,PG-13,26-Feb-16,104 min,The Lady in the Van,2015,tt3722070
,1886,10400000,tt4832640,102000000,"Salman Khan, Anushka Sharma, Marko Zaror, Randeep Hooda",India,Ali Abbas Zafar,"Action, Drama, Family",7.1,"28,492",Hindi,,NOT RATED,6-Jul-16,170 min,Sultan,2016,tt4832640
,1887,20000000,tt2865120,8821329,"Paul Giamatti, John Goodman, Bella Thorne, Rosario Dawson","Hong Kong, Canada, USA","Kevin Munroe, Jericca Cleland(co-director)","Animation, Action, Adventure",5.6,"7,717",English,,PG,29-Apr-16,94 min,Ratchet & Clank,2016,tt2865120
,1888,10000000,tt1389139,30658387,"Morris Chestnut, Regina Hall, Romany Malco, Michael Kenneth Williams",USA,Jon Cassar,"Crime, Drama, Horror",4.9,"3,495",English,,PG-13,9-Sep-16,107 min,When the Bough Breaks,2016,tt1389139
,1889,4000000,tt0454987,4630045,"Dax Shepard, Will Arnett, Chi McBride, David Koechner",USA,Bob Odenkirk,"Comedy, Crime",6,"20,866",English,,R,17-Nov-06,84 min,Let's Go to Prison,2006,tt0454987
,1890,25000000,tt0462338,11772461,"David Aaron Baker, John Carter, Judi Barton, Raul S. Julia",USA,Lasse Hallstr?m,"Comedy, Drama",6.7,"14,996",English,,R,20-Apr-07,116 min,The Hoax,2006,tt0462338
,1891,5000000,tt0937237,782102,"Izzy Diaz, Rob Devaney, Ty Jones, Anas Wellman","USA, Canada",Brian De Palma,"Crime, Thriller, War",6.1,"9,280","English, French, Arabic, German",,R,16-Nov-07,90 min,Redacted,2007,tt0937237
,1892,5940000,tt1075114,4250000,"Isabella Ragonese, Massimo Ghini, Valerio Mastandrea, Micaela Ramazzotti",Italy,Paolo Virz?,"Comedy, Drama, Romance",6.9,"2,319",Italian,,N/A,28-Mar-08,117 min,Tutta la vita davanti,2008,tt1075114
,1893,33000000,tt1149361,14000000,"Dany Boon, Andr? Dussollier, Yolande Moreau, Dominique Pinon",France,Jean-Pierre Jeunet,"Action, Comedy, Crime",7.2,"25,960",French,,R,11-Jun-10,105 min,Micmacs,2009,tt1149361
,1894,150000000,tt1055369,836297228,"Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson",USA,Michael Bay,"Action, Adventure, Sci-Fi",6,"344,884","English, Spanish",,PG-13,24-Jun-09,150 min,Transformers: Revenge of the Fallen,2009,tt1055369
,1895,4000000,tt1588337,41424067,"Lambert Wilson, Michael Lonsdale, Olivier Rabourdin, Philippe Laudenbach",France,Xavier Beauvois,"Drama, History",7.2,"13,205","French, Arabic",,PG-13,25-Mar-11,122 min,Of Gods and Men,2010,tt1588337
,1896,8000000,tt1431181,18124262,"Jim Broadbent, Ruth Sheen, Lesley Manville, Oliver Maltman",UK,Mike Leigh,"Comedy, Drama",7.3,"24,858",English,,PG-13,4-Feb-11,129 min,Another Year,2010,tt1431181
,1897,30000,tt1049402,617000,"James Franco, Todd Rotondi, Jon Prescott, Aaron Tveit",USA,"Rob Epstein, Jeffrey Friedman","Biography, Drama, Romance",6.8,"11,367",English,,R,27-Aug-10,84 min,Howl,2010,tt1049402
,1898,40000000,tt1701210,5446000,"Tahar Rahim, Antonio Banderas, Mark Strong, Freida Pinto","France, Italy, Qatar, Tunisia",Jean-Jacques Annaud,"Adventure, Drama, History",6.7,"9,810",English,,R,1-Feb-13,130 min,Day of the Falcon,2011,tt1701210
,1899,5650000,tt1700258,43000000,"Numan Acar, Meret Becker, Gode Benedix, Anne-Sophie Briest",Germany,Til Schweiger,Comedy,6.4,"7,948",German,,N/A,3-Feb-11,123 min,Kokow??h,2011,tt1700258
,1900,10000000,tt1656192,10759,"Diane Kruger, Djimon Hounsou, Beno?t Magimel, Denis M?nochet",France,St?phane Rybojad,"Action, Drama, War",6.4,"15,937","French, English",,R,2-Nov-11,109 min,Special Forces,2011,tt1656192
,1901,250000,tt2112999,1000000,Louis C.K.,USA,Louis C.K.,"Documentary, Comedy",8.4,"7,522",English,,N/A,8-Dec-11,63 min,Louis C.K.: Live at the Beacon Theater,2011,tt2112999
,1902,30000000,tt1535438,114281051,"Meryl Streep, Tommy Lee Jones, Steve Carell, Jean Smart",USA,David Frankel,"Comedy, Drama, Romance",6.3,"36,600",English,,PG-13,8-Aug-12,100 min,Hope Springs,2012,tt1535438
,1903,1000000,tt1560985,101758490,"Fernanda Andrade, Simon Quarterman, Evan Helmuth, Ionut Grama","USA, Italy, Mexico, Romania",William Brent Bell,Horror,4.2,"31,978","English, Italian",,R,6-Jan-12,83 min,The Devil Inside,2012,tt1560985
,1904,27563396,tt2076176,29193330,"J?r?mie Renier, Beno?t Magimel, Monica Scattini, Sabrina Seyvecou","France, Belgium",Florent-Emilio Siri,"Biography, Drama, Music",6.9,"2,233","French, Italian, English, Arabic",,N/A,14-Mar-12,148 min,My Way,2012,tt2076176
,1905,8000000,tt1602472,1653792,"Chris Rock, Julie Delpy, Albert Delpy, Alexia Landeau","France, Germany, Belgium",Julie Delpy,"Comedy, Drama, Romance",6,"12,654","English, French, Italian",,R,28-Mar-12,96 min,2 Days in New York,2012,tt1602472
,1906,17000000,tt1433822,9627492,"Ashley Greene, Sebastian Stan, Tom Felton, Julianna Guill",USA,Todd Lincoln,"Horror, Thriller",4.1,"17,198",English,,PG-13,24-Aug-12,82 min,The Apparition,2012,tt1433822
,1907,18000000,tt1967545,20275812,"Kate Winslet, Josh Brolin, Gattlin Griffith, Tobey Maguire",USA,Jason Reitman,"Drama, Romance",6.9,"35,266",English,,PG-13,31-Jan-14,111 min,Labor Day,2013,tt1967545
,1908,100000,tt2084989,444098,"Amy Seimetz, Shane Carruth, Andrew Sensenig, Thiago Martins",USA,Shane Carruth,"Drama, Sci-Fi",6.7,"25,853",English,,NOT RATED,30-Aug-13,96 min,Upstream Color,2013,tt2084989
,1909,18000000,tt2172935,7972967,"Dane DeHaan, James Hetfield, Lars Ulrich, Kirk Hammett",USA,Nimr?d Antal,Music,7.2,"14,474",English,,R,4-Oct-13,93 min,Metallica Through the Never,2013,tt2172935
,1910,25000000,tt1647668,38307627,"Jon Hamm, Pitobash, Suraj Sharma, Madhur Mittal",USA,Craig Gillespie,"Biography, Drama, Sport",7,"38,450","English, Hindi",,PG,16-May-14,124 min,Million Dollar Arm,2014,tt1647668
,1911,22000000,tt2372222,55000000,"Salman Khan, Jacqueline Fernandez, Nawazuddin Siddiqui, Randeep Hooda",India,Sajid Nadiadwala,"Action, Comedy, Crime",5.5,"19,046",Hindi,,NOT RATED,25-Jul-14,146 min,Kick,2014,tt2372222
,1912,12500000,tt1826590,49002684,"Kevin Hart, Michael Ealy, Regina Hall, Joy Bryant",USA,Steve Pink,"Comedy, Romance",6.1,"18,591",English,,R,14-Feb-14,100 min,About Last Night,2014,tt1826590
,1913,5500000,tt2870708,5483299,"Zach Braff, Pierce Gagnon, Kate Hudson, Joey King",USA,Zach Braff,"Comedy, Drama",6.7,"32,398",English,,R,25-Jul-14,106 min,Wish I Was Here,2014,tt2870708
,1914,40000000,tt3781476,385284817,"Baihe Bai, Boran Jing, Wu Jiang, Elaine Jin","China, Hong Kong",Raman Hui,"Animation, Action, Adventure",6.2,"3,140",Mandarin,,N/A,22-Jan-16,117 min,Monster Hunt,2015,tt3781476
,1915,3300000,tt2918436,64110728,"Mark Duplass, Olivia Wilde, Sarah Bolger, Evan Peters",USA,David Gelb,"Horror, Mystery, Sci-Fi",5.2,"32,794",English,,PG-13,27-Feb-15,83 min,The Lazarus Effect,2015,tt2918436
,1916,3000000,tt3832914,67790117,"Karen Abercrombie, Priscilla C. Shirer, T.C. Stallings, Tenae Downing",USA,Alex Kendrick,Drama,6.4,"10,308",English,,PG,28-Aug-15,120 min,War Room,2015,tt3832914
,1917,14000000,tt3863552,98000000,"Salman Khan, Kareena Kapoor Khan, Nawazuddin Siddiqui, Om Puri",India,Kabir Khan,"Action, Adventure, Comedy",8.1,"53,555","Hindi, Urdu",,N/A,17-Jul-15,163 min,Bajrangi Bhaijaan,2015,tt3863552
,1918,37000000,tt4276752,278300000,"Angelababy, Kun Chen, Keith Collea, Alex Eckstorm",China,Wuershan,"Action, Adventure, Drama",6,"2,400","Chinese, Mandarin",,NOT RATED,18-Dec-15,127 min,Mojin - The Lost Legend,2015,tt4276752
,1919,2000000,tt3268668,2801508,"Elle Graham, Kate Mara, Claudia Church, Gina Stewart","Mexico, USA",Jerry Jameson,"Action, Crime, Drama",5.4,"5,272",English,,PG-13,18-Sep-15,97 min,Captive,2015,tt3268668
,1920,3500000,tt4853102,3775000,"Kevin Conroy, Mark Hamill, Tara Strong, Ray Wise",USA,Sam Liu,"Animation, Action, Crime",6.5,"36,529",English,,R,25-Jul-16,76 min,Batman: The Killing Joke,2016,tt4853102
,1921,3500000,tt3859304,615816,"Melissa Rauch, Gary Cole, Thomas Middleditch, Sebastian Stan",USA,Bryan Buckley,"Comedy, Drama",6,"7,610",English,,R,18-Mar-16,100 min,The Bronze,2015,tt3859304
,1922,8000000,tt0479647,12671300,"Michel Beaudry, Patrice B?langer, Pierre Boudreau, Sarain Boylan",Canada,Erik Canuel,"Action, Comedy, Crime",7,"9,743","English, French",,R,11-Aug-06,116 min,Bon Cop Bad Cop,2006,tt0479647
,1923,1000000,tt0489037,1678874,"Martin Sheen, Reverend Gadget, Dave Barthmuss, Ed Begley Jr.",USA,Chris Paine,Documentary,7.7,"11,562",English,,PG,4-Aug-06,92 min,Who Killed the Electric Car?,2006,tt0489037
,1924,5000000,tt0425601,3833507,"Robb Wells, John Paul Tremblay, Mike Smith, Lucy Decoutere",Canada,Mike Clattenburg,"Comedy, Crime",7.3,"10,651",English,,R,6-Oct-06,95 min,Trailer Park Boys: The Movie,2006,tt0425601
,1925,5000000,tt0914797,4040588,"Chris Pine, Hal B. Klein, Alan Rickman, Jean-Michel Richaud",USA,Randall Miller,"Comedy, Drama",6.8,"13,097","English, French, German",,PG-13,5-Sep-08,110 min,Bottle Shock,2008,tt0914797
,1926,23000000,tt1403130,5837674,"Xueqi Wang, Tony Ka Fai Leung, Jun Hu, Edison Wang","China, Hong Kong",Teddy Chan,"Action, Drama, History",6.9,"6,707","Mandarin, Cantonese, English",,NOT RATED,18-Dec-09,139 min,Bodyguards and Assassins,2009,tt1403130
,1927,12000000,tt1235796,1644755,"Colin Farrell, Alicja Bachleda, Dervla Kirwan, Alison Barry","Ireland, USA",Neil Jordan,"Drama, Mystery, Romance",6.8,"17,953","English, Romanian, French",,PG-13,5-Mar-10,111 min,Ondine,2009,tt1235796
,1928,25000000,tt1183251,4388563,"Jesse Metcalfe, Amber Tamblyn, Michael Douglas, Joel David Moore","USA, Saudi Arabia",Peter Hyams,"Crime, Drama, Mystery",5.9,"11,208",English,,PG-13,10-Jul-09,106 min,Beyond a Reasonable Doubt,2009,tt1183251
,1929,90000000,tt1041804,16178959,"Richard Philipps, Fernanda Dorogi, Kriszta Dorogi, D?niel Mog?cs","UK, Hungary",Andrey Konchalovskiy,"Action, Family, Fantasy",4.4,"2,701",English,,PG,8-Dec-11,110 min,The Nutcracker in 3D,2010,tt1041804
,1930,10000000,tt1668200,17511906,"Kristin Scott Thomas, M?lusine Mayance, Niels Arestrup, Fr?d?ric Pierrot",France,Gilles Paquet-Brenner,"Drama, War",7.5,"13,987","French, English, Italian, German, Yiddish",,PG-13,22-Jul-11,111 min,Sarah's Key,2010,tt1668200
,1932,20000000,tt1486193,17479,"Rupert Friend, Emmanuelle Chriqui, Richard Coyle, Heather Graham","Georgia, USA",Renny Harlin,"Action, Drama, War",5.6,"12,586",English,,R,6-Jun-11,113 min,5 Days of War,2011,tt1486193
,1934,25000000,tt1507563,432274,"Halle Berry, Olivier Martinez, Sizwe Msutu, Mark Elderkin","USA, UK, South Africa, Germany, France",John Stockwell,"Adventure, Drama, Thriller",4.3,"7,104",English,,PG-13,12-Apr-12,94 min,Dark Tide,2012,tt1507563
,1935,1400000,tt1954470,4100000,"Manoj Bajpayee, Richa Chadha, Nawazuddin Siddiqui, Tigmanshu Dhulia",India,Anurag Kashyap,"Action, Crime, Drama",8.3,"56,270",Hindi,,N/A,2-Aug-12,321 min,Gangs of Wasseypur,2012,tt1954470
,1936,4000000,tt2383068,9221,"Joe Swanberg, AJ Bowen, Kentucker Audley, Gene Jones",USA,Ti West,"Horror, Thriller",6.1,"13,606",English,,R,1-May-14,99 min,The Sacrament,2013,tt2383068
,1937,18000000,tt2112124,62000000,"Deepika Padukone, Shah Rukh Khan, Sathyaraj, Nikitin Dheer",India,Rohit Shetty,"Action, Adventure, Comedy",6,"40,733","Hindi, Tamil, English, Marathi",,NOT RATED,8-Aug-13,141 min,Chennai Express,2013,tt2112124
,1938,9500000,tt2170299,7800000,"Jason Bateman, Kathryn Hahn, Rohan Chand, Philip Baker Hall",USA,Jason Bateman,"Comedy, Drama",6.7,"41,047",English,,R,28-Mar-14,89 min,Bad Words,2013,tt2170299
,1939,7000000,tt2737050,6860853,"Marion Cotillard, Fabrizio Rongione, Catherine Sal?e, Batiste Sornin","Belgium, France, Italy","Jean-Pierre Dardenne, Luc Dardenne",Drama,7.4,"37,201","French, Arabic, English",,PG-13,21-May-14,95 min,"Two Days, One Night",2014,tt2737050
,1940,5000000,tt3014666,10429707,"Sarah Drew, Sean Astin, Patricia Heaton, Trace Adkins",USA,"Andrew Erwin, Jon Erwin",Comedy,5.4,"11,470",English,,PG,9-May-14,98 min,Moms' Night Out,2014,tt3014666
,1941,200000,tt2235779,17834867,"Jared Harris, Sam Claflin, Erin Richards, Rory Fleck Byrne","USA, UK",John Pogue,Horror,5.1,"16,690",English,,PG-13,25-Apr-14,98 min,The Quiet Ones,2014,tt2235779
,1942,3300000,tt4629032,5249225,"Pyotr Fyodorov, Anastasiya Mikulchina, Evgeniya Malakhova, Kristina Asmus",Russia,Renat Davletyarov,"Drama, War",6.5,555,Russian,,N/A,30-Apr-15,120 min,A zori zdes tikhie...,2015,tt4629032
,1943,1400000,tt4285496,1320005,"Nilbio Torres, Antonio Bolivar, Jan Bijvoet, Brionne Davis","Colombia, Venezuela, Argentina",Ciro Guerra,"Adventure, Drama",7.9,"13,744","Spanish, Portuguese, Aboriginal, German, Catalan, Latin, English",,NOT RATED,25-May-15,125 min,Embrace of the Serpent,2015,tt4285496
,1944,26000000,tt4535650,61000000,"Shah Rukh Khan, Varun Dhawan, Kriti Sanon, Kajol",India,Rohit Shetty,"Action, Comedy, Drama",5.3,"25,984",Hindi,,N/A,18-Dec-15,158 min,Dilwale,2015,tt4535650
,1945,10000000,tt2325977,17472,"Nicole Kidman, Joseph Fiennes, Hugo Weaving, Lisa Flanagan","Ireland, Australia",Kim Farrant,"Drama, Mystery, Thriller",5.2,"6,827",English,,R,10-Jul-15,112 min,Strangerland,2015,tt2325977
,1946,5000000,tt3791302,26144,"Catherine Deneuve, Rod Paradot, Beno?t Magimel, Sara Forestier",France,Emmanuelle Bercot,Drama,7,"2,400",French,,R,13-May-15,120 min,Standing Tall,2015,tt3791302
,1947,100000,tt3824458,702354,"Kitana Kiki Rodriguez, Mya Taylor, Karren Karagulian, Mickey O'Hagan",USA,Sean Baker,"Comedy, Crime, Drama",7,"16,717","English, Armenian",,R,10-Jul-15,88 min,Tangerine,2015,tt3824458
,1948,16000000,tt3495026,29251596,"Shah Rukh Khan, Sayani Gupta, Atul Sharma, Zachary Coffin",India,Maneesh Sharma,"Action, Drama, Thriller",7.2,"35,100",Hindi,,NOT RATED,15-Apr-16,142 min,Fan,2016,tt3495026
,1949,8500000,tt4981636,19985196,"Griffin Gluck, Lauren Graham, Alexa Nisenson, Andrew Daly","USA, Cambodia",Steve Carr,"Animation, Comedy, Family",6.1,"4,591","English, Khmer",,PG,7-Oct-16,92 min,Middle School: The Worst Years of My Life,2016,tt4981636
,1950,762241,tt5221584,285930,"Sonia Braga, Maeve Jinkings, Irandhir Santos, Humberto Carr?o","Brazil, France",Kleber Mendon?a Filho,Drama,7.6,"12,711",Portuguese,,NOT RATED,1-Sep-16,146 min,Aquarius,2016,tt5221584
,1951,20000000,tt3628584,55030051,"Ice Cube, Cedric the Entertainer, Regina Hall, Sean Patrick Thomas",USA,Malcolm D. Lee,"Comedy, Drama",5.9,"10,886",English,,PG-13,15-Apr-16,111 min,Barbershop: The Next Cut,2016,tt3628584
,1952,5000000,tt3216348,6341855,"Aaron Eckhart, Carice van Houten, Catalina Sandino Moreno, David Mazouz",USA,Brad Peyton,"Horror, Thriller",5.2,"8,041",English,,PG-13,2-Dec-16,91 min,Incarnate,2016,tt3216348
,1953,8000000,tt0437800,18948425,"Keke Palmer, Laurence Fishburne, Angela Bassett, Curtis Armstrong",USA,Doug Atchison,Drama,7.5,"16,259",English,,PG,28-Apr-06,112 min,Akeelah and the Bee,2006,tt0437800
,1954,20000000,tt0466856,21170563,"Greg Andrews, Monica, Brandon Bernard Benton, Adam Boyer",USA,Chris Robinson,"Comedy, Crime, Drama",6,"8,870",English,,PG-13,31-Mar-06,105 min,ATL,2006,tt0466856
,1955,2000000,tt0853096,167000,"Hend Ayoub, Becky Ann Baker, Brian Boland, Michael Reilly Burke",UK,Gabriel Range,"Crime, Drama, Mystery",6.4,"6,639","English, Arabic",,R,27-Oct-06,97 min,Death of a President,2006,tt0853096
,1956,500000,tt1129423,33456317,"Kirk Cameron, Erin Bethea, Ken Bevel, Stephen Dervan",USA,Alex Kendrick,"Drama, Romance",6.6,"18,319",English,,PG,26-Sep-08,122 min,Fireproof,2008,tt1129423
